key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12
PRGGMWD,1909-06-21,0,Central Kansas,regular,,Abilene,3,,Salina,3,,,,,completed early,darkness,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 22, 1909",1,1,0,0,0,0,0,1,,,,,0,0,2,0,0,0,0,1,,,,
NVHSBRJ,1909-06-22,0,Central Kansas,regular,,Junction City,1,,Ellsworth,2,,,,,final,,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 23, 1909",0,0,1,0,0,0,0,0,0,,,,2,0,0,0,0,0,0,0,0,,,
PBGFQCQ,1909-06-22,0,Central Kansas,regular,,Abilene,,,Salina,,,,,,postponed,wet grounds,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 23, 1909",,,,,,,,,,,,,,,,,,,,,,,,
THWCTYN,1909-06-23,0,Central Kansas,regular,,Minneapolis,0,,Ellsworth,1,,,,,final,,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 24, 1909",0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,,,
NJLRCYM,1909-06-23,0,Central Kansas,regular,,Beloit,1,,Salina,5,,,1:45,,final,,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 24, 1909",0,0,0,0,1,0,0,0,0,,,,2,0,0,0,3,0,0,0,0,,,
KLGLYPF,1909-06-24,0,Central Kansas,regular,,Minneapolis,0,,Ellsworth,1,,,,,final,,1,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 25, 1909",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,,,
BCNSGWR,1909-06-24,0,Central Kansas,regular,,Manhattan,6,,Junction City,3,,700,2:00,,completed early,darkness,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 25, 1909",0,0,0,1,3,0,2,,,,,,0,0,0,2,0,0,1,,,,,
WRVKXPD,1909-06-24,0,Central Kansas,regular,,Beloit,8,,Salina,8,,650,2:15,,final,,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 25, 1909",0,1,0,0,5,0,2,0,0,,,,0,3,0,0,3,1,1,0,0,,,
GWYQFGX,1909-06-25,0,Central Kansas,regular,,Abilene,0,,Clay Center,2,,,,,final,,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 26, 1909",0,0,0,0,0,0,0,0,0,,,,2,0,0,0,0,0,0,0,0,,,
QSLMSQL,1909-06-25,0,Central Kansas,regular,,Beloit,4,,Ellsworth,2,,,,,final,,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 26, 1909",0,2,0,0,1,0,1,0,0,,,,0,1,1,0,0,0,0,0,0,,,
CWLPMCS,1909-06-25,0,Central Kansas,regular,,Salina,7,,Minneapolis,8,,,2:10,,final,,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 26, 1909",4,0,1,2,0,0,0,0,0,,,,0,1,1,4,0,2,0,0,x,,,
SNLHNBC,1909-06-26,0,Central Kansas,regular,,Abilene,0,,Clay Center,2,,300,1:25,,final,,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 28, 1909",0,0,0,0,0,0,0,0,0,,,,2,0,0,0,0,0,0,0,x,,,
TJWRQNG,1909-06-26,0,Central Kansas,regular,,Salina,4,,Minneapolis,1,,700,1:30,,final,,,1909/1909-SDU/SDU-19090621.txt,"The Salina Daily Union Jun 28, 1909",0,0,1,2,0,0,1,0,0,,,,0,0,1,0,0,0,0,0,0,,,
RXKQRVN,1909-06-28,0,Central Kansas,regular,,Salina,1,,Abilene,2,,,,,final,,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jun 29, 1909",0,0,0,0,1,0,0,0,0,,,,0,0,2,0,0,0,0,0,x,,,
BSXDQYJ,1909-06-28,0,Central Kansas,regular,,Ellsworth,,,Junction City,,,,,,postponed,rain,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jun 29, 1909",,,,,,,,,,,,,,,,,,,,,,,,
XGJJLLV,1909-06-30,0,Central Kansas,regular,,Salina,4,,Junction City,2,,,,,final,,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jul 1, 1909",0,4,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,,,
DDDFJBM,1909-07-01,0,Central Kansas,regular,,Salina,7,,Junction City,4,,,,,final,,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jul 2, 1909",0,0,0,0,4,2,1,0,0,,,,0,0,1,0,3,0,0,0,0,,,
SZLMWHM,1909-07-01,0,Central Kansas,regular,,Beloit,,,Manhattan,,,,,,postponed,wet grounds,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jul 2, 1909",,,,,,,,,,,,,,,,,,,,,,,,
LVHKDRW,1909-07-02,0,Central Kansas,regular,,Salina,1,,Abilene,5,,,1:40,,final,,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jul 3, 1909",0,1,0,0,0,0,0,0,0,,,,0,0,0,2,0,0,3,0,0,,,
CJKPBPH,1909-07-03,1,Central Kansas,regular,,Junction City,6,,Abilene,5,,,,,final,,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jul 5, 1909",0,0,0,0,0,0,0,3,3,,,,0,0,0,3,0,0,0,2,0,,,
CJTSBSB,1909-07-03,2,Central Kansas,regular,,Junction City,13,,Abilene,2,,1000,,,final,,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jul 5, 1909",2,4,2,1,2,2,0,0,0,,,,1,0,0,1,0,0,0,0,0,,,
LBTQVRV,1909-07-03,1,Central Kansas,regular,,Salina,1,,Ellsworth,0,,800,,,final,,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jul 5, 1909",0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,
ZWKMWKX,1909-07-03,2,Central Kansas,regular,,Salina,6,,Ellsworth,4,,,,,final,,,1909/1909-SDU/SDU-19090628.txt,"The Salina Daily Union Jul 5, 1909",0,1,1,2,0,0,0,0,0,2,,,0,0,0,1,1,0,0,0,2,0,,
VDXRMPB,1909-07-05,1,Central Kansas,regular,,Ellsworth,3,,Salina,1,,1600,,,final,,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 6, 1909",0,0,2,1,0,0,0,0,0,,,,0,0,0,0,0,1,0,0,0,,,
LFFMNFP,1909-07-05,2,Central Kansas,regular,,Ellsworth,1,,Salina,10,,,,,final,,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 5, 1909",0,0,0,0,0,1,0,0,0,,,,3,0,2,1,0,0,4,0,x,,,
FRCWRCL,1909-07-06,0,Central Kansas,regular,,Minneapolis,4,,Salina,5,,600,,,completed early,darkness,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Uion Jul 7, 1909",2,0,0,0,2,0,,,,,,,0,0,0,4,1,0,,,,,,
MSSTCSM,1909-07-07,0,Central Kansas,regular,,Clay Center,,,Junction City,,,,,,postponed,rain,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 8, 1909",,,,,,,,,,,,,,,,,,,,,,,,
NMCPYCS,1909-07-07,0,Central Kansas,regular,,Minneapolis,3,,Salina,5,,,,,final,,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 8, 1909",1,0,1,0,0,1,0,0,0,,,,3,0,1,0,0,0,1,0,x,,,
ZJLPYQW,1909-07-08,0,Central Kansas,regular,,Salina,7,,Beloit,4,,,,,final,,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 9, 1909",0,0,5,0,1,0,0,0,1,,,,1,0,0,1,0,0,0,1,1,,,
PRWYZKL,1909-07-08,0,Central Kansas,regular,,Ellsworth,0,,Minneapolis,3,,,,,final,,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 9, 1909",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,2,1,0,0,,,
CXLXGMC,1909-07-09,0,Central Kansas,regular,,Salina,,,Beloit,,,,,,postponed,rain,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 10, 1909",,,,,,,,,,,,,,,,,,,,,,,,
WFKTHXH,1909-07-09,0,Central Kansas,regular,,Junction City,,,Clay Center,,,,,,postponed,rain,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 10, 1909",,,,,,,,,,,,,,,,,,,,,,,,
SNKKZGZ,1909-07-09,0,Central Kansas,regular,,Abilene,,,Manhattan,,,,,,postponed,rain,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 10, 1909",,,,,,,,,,,,,,,,,,,,,,,,
WPNKWFK,1909-07-09,0,Central Kansas,regular,,Ellsworth,,,Minneapolis,,,,,,postponed,rain,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 10, 1909",,,,,,,,,,,,,,,,,,,,,,,,
SJZHMRP,1909-07-10,0,Central Kansas,regular,,Abilene,4,,Minneapolis,0,,,,,final,,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 12, 1909",0,0,0,1,0,0,0,3,0,,,,0,0,0,0,0,0,0,0,0,,,
BBKDDRD,1909-07-10,0,Central Kansas,regular,,Manhattan,1,,Salina,2,,750,,,final,,,1909/1909-SDU/SDU-19090705.txt,"The Salina Daily Union Jul 12, 1909",0,0,0,1,0,0,0,0,0,,,,1,0,0,0,0,0,0,1,x,,,
BVWDMNF,1909-07-12,0,Central Kansas,regular,,Abilene,5,,Minneapolis,3,,,,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 13, 1909",0,0,0,0,0,1,2,2,0,,,,0,0,0,0,0,1,2,0,0,,,
KSPTKVR,1909-07-12,0,Central Kansas,regular,,Manhattan,1,,Salina,3,,775,1:40,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 13, 1909",0,0,0,0,1,0,0,0,0,,,,0,0,0,1,0,2,0,0,x,,,
WNPKHKZ,1909-07-13,0,Central Kansas,regular,,Manhattan,3,,Ellsworth,4,,200,1:45,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 14, 1909",0,1,0,0,0,0,0,2,0,,,,1,0,0,1,1,0,1,0,0,,,
WNFVFQD,1909-07-13,0,Central Kansas,regular,,Junction City,1,,Minneapolis,5,,,,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 14, 1909",0,0,0,0,0,0,0,1,0,,,,2,3,0,0,0,0,0,0,x,,,
FLBHXXB,1909-07-13,0,Central Kansas,regular,,Clay Center,2,,Salina,4,,790,1:15,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 14, 1909",0,0,2,0,0,0,0,0,0,,,,0,0,2,0,0,1,1,0,x,,,
MRDZKGM,1909-07-14,0,Central Kansas,regular,,Manhattan,4,,Ellsworth,3,,,1:50,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 15, 1909",0,1,0,0,1,0,0,2,0,,,,0,1,2,0,0,0,0,0,0,,,
GJDNPGH,1909-07-14,0,Central Kansas,regular,,Junction City,5,,Minneapolis,4,,,1:48,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 15, 1909",0,0,0,0,0,3,2,0,0,,,,0,0,0,2,0,0,0,0,2,,,
HNFGJWN,1909-07-14,0,Central Kansas,regular,,Clay Center,2,,Salina,3,,825,1:25,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 15, 1909",0,0,0,1,1,0,0,0,0,,,,0,0,0,0,2,1,0,0,x,,,
DCTVMMM,1909-07-15,0,Central Kansas,regular,,Minneapolis,4,,Junction City,2,,,,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 16, 1909",0,0,0,0,0,0,0,4,0,,,,1,0,0,1,0,0,0,0,0,,,
TZBZFFZ,1909-07-15,0,Central Kansas,regular,,Salina,0,,Manhattan,0,,,,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 16, 1909",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
GWJGCXJ,1909-07-16,0,Central Kansas,regular,,Beloit,0,,Abilene,7,,,,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 17, 1909",0,0,0,0,0,0,0,0,0,,,,0,2,0,0,0,1,3,1,x,,,
GGDMQMW,1909-07-16,0,Central Kansas,regular,,Minneapolis,5,,Junction City,6,,,,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 17, 1909",0,0,0,0,0,3,1,0,1,,,,0,1,0,0,1,4,0,0,x,,,
VXNRVNX,1909-07-16,0,Central Kansas,regular,,Salina,5,,Manhattan,4,,,,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Union Jul 17, 1909",0,0,0,2,1,0,1,1,0,,,,2,0,2,0,0,0,0,0,0,,,
FPYLQJB,1909-07-17,0,Central Kansas,regular,,Ellsworth,1,,Clay Center,2,,,1:30,,final,,,1909/1909-SDU/SDU-19090712.txt,"The Salina Daily Call Jul 19, 1909",0,0,1,0,0,0,0,0,0,,,,0,0,2,0,0,0,0,0,0,,,
BRNMCYN,1909-07-19,0,Central Kansas,regular,,Salina,4,,Clay Center,3,,,1:35,,final,,,1909/1909-SDU/SDU-19090719.txt,"The Salina Daily Union Jul 20, 1909",0,0,0,0,0,0,0,4,0,,,,3,0,0,0,0,0,0,0,0,,,
KLTNMZK,1909-07-21,0,Central Kansas,regular,,Salina,3,,Clay Center,0,,,1:30,,final,,,1909/1909-SDU/SDU-19090719.txt,"The Salina Daily Union Jul 22, 1909",0,0,0,0,2,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
LMXPMQJ,1909-07-22,0,Central Kansas,regular,,Ellsworth,4,,Salina,1,,2100,,,final,,,1909/1909-SDU/SDU-19090719.txt,"The Salina Daily Union Jul 22, 1909",0,0,0,0,1,1,0,0,2,,,,0,0,1,0,0,0,0,0,0,,,
HNMKJXP,1909-07-23,0,Central Kansas,regular,,Beloit,4,,Minneapolis,5,,600,2:10,,final,,,1909/1909-SDU/SDU-19090719.txt,"The Salina Daily Union Jul 24, 1909",0,0,3,0,1,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,1,
MKXWBFP,1909-07-23,0,Central Kansas,regular,,Ellsworth,1,,Salina,0,,1060,,,final,,,1909/1909-SDU/SDU-19090719.txt,"The Salina Daily Union Jul 24, 1909",0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,0,,,
YNSYPDV,1909-07-24,0,Central Kansas,regular,,Ellsworth,3,,Salina,1,,990,,,final,,,1909/1909-SDU/SDU-19090719.txt,"The Salina Daily Union Jul 26, 1909",0,1,0,0,0,0,0,0,0,2,,,0,0,0,1,0,0,0,0,0,0,,
MXTKYWN,1909-07-26,0,Central Kansas,regular,,Salina,4,,Beloit,0,,,1:30,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 27, 1909",,,,,,,,,,,,,,,,,,,,,,,,
YLCQHVC,1909-07-26,0,Central Kansas,regular,,Minneapolis,2,,Ellsworth,2,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 27, 1909",0,0,0,0,0,2,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,0,
KRKTQZQ,1909-07-27,0,Central Kansas,regular,,Salina,2,,Beloit,1,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 28, 1909",0,1,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,,,
LTNJNBH,1909-07-27,1,Central Kansas,regular,,Minneapolis,1,,Ellsworth,3,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 28, 1909",0,0,0,0,0,1,0,0,0,,,,0,3,0,0,0,0,0,0,0,,,
ZJCGDHQ,1909-07-27,2,Central Kansas,regular,,Minneapolis,1,,Ellsworth,7,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 28, 1909",0,0,0,0,0,0,0,1,0,,,,3,2,0,0,2,0,0,0,x,,,
DMYBZRR,1909-07-28,1,Central Kansas,regular,,Salina,5,,Beloit,0,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 29, 1909",3,0,0,0,0,1,0,1,0,,,,0,0,0,0,0,0,0,0,0,,,
ZXHJCKT,1909-07-28,2,Central Kansas,regular,,Salina,3,,Beloit,0,,,,,completed early,darkness and illness of umpire,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 29, 1909",0,0,0,2,0,1,0,,,,,,0,0,0,0,0,0,0,,,,,
CNMKFNJ,1909-07-28,0,Central Kansas,regular,,Minneapolis,1,,Ellsworth,3,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 29, 1909",0,1,0,0,0,0,0,0,0,,,,0,2,0,0,1,0,0,0,x,,,
ZWQRCCX,1909-07-29,0,Central Kansas,regular,,Salina,2,,Junction City,7,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 30, 1909",0,0,0,0,0,2,0,0,0,,,,4,1,0,0,0,0,1,1,x,,,
BQZDGXH,1909-07-29,0,Central Kansas,regular,,Manhattan,2,,Minneapolis,7,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 30, 1909",0,0,0,0,0,1,0,1,0,,,,2,0,0,2,1,0,2,0,x,,,
FHLMRKS,1909-07-30,0,Central Kansas,regular,,Salina,5,,Junction City,3,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 31, 1909",0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0
JZLCMTG,1909-07-30,0,Central Kansas,regular,,Manhattan,3,,Minneapolis,9,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Jul 31, 1909",0,0,2,0,0,1,0,0,0,,,,2,0,4,0,0,0,1,0,2,,,
THLYBRN,1909-07-31,0,Central Kansas,regular,,Ellsworth,1,,Abilene,2,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Aug 2, 1909",0,0,0,0,0,0,0,0,1,0,,,1,0,0,0,0,0,0,0,0,1,,
ZDPMPTF,1909-07-31,0,Central Kansas,regular,,Salina,1,,Junction City,0,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Aug 2, 1909",0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,0,,,
NWQMYSF,1909-07-31,0,Central Kansas,regular,,Manhattan,5,,Minneapolis,6,,,,,final,,,1909/1909-SDU/SDU-19090726.txt,"The Salina Daily Union Aug 2, 1909",0,0,1,3,0,0,0,0,0,1,,,1,1,1,1,0,0,0,0,0,2,,
CKCSXJM,1909-08-02,0,Central Kansas,regular,,Junction City,0,,Ellsworth,7,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 3, 1909",0,0,0,0,0,0,0,0,0,,,,0,0,2,4,0,0,0,1,x,,,
GKMXDDP,1909-08-02,0,Central Kansas,regular,,Abilene,1,,Salina,2,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 3, 1909",0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,1,0,1,x,,,
KVJMZTM,1909-08-03,0,Central Kansas,regular,,Junction City,3,,Ellsworth,1,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 4, 1909",0,0,0,0,0,3,0,0,0,,,,1,0,0,0,0,0,0,0,0,,,
DGSYLSL,1909-08-03,1,Central Kansas,regular,,Abilene,4,,Salina,11,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 4, 1909",3,0,0,0,0,0,1,0,0,,,,2,0,5,0,1,3,0,0,x,,,
MGCFZJW,1909-08-03,2,Central Kansas,regular,,Abilene,6,,Salina,7,,,,,final,,0,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 4, 1909",1,0,0,0,0,0,5,0,0,,,,0,0,1,3,2,0,0,0,1,,,
YZLTQDH,1909-08-04,0,Central Kansas,regular,,Junction City,,,Ellsworth,,,,,,abandoned,rain,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 5, 1909",,,,,,,,,,,,,,,,,,,,,,,,
CBZQFSM,1909-08-04,0,Central Kansas,regular,,Abilene,5,,Salina,6,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 5, 1909",0,0,0,2,1,0,2,0,0,,,,4,1,0,0,1,0,0,0,x,,,
THVWHMJ,1909-08-05,0,Central Kansas,regular,,Ellsworth,6,,Minneapolis,5,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 6, 1909",2,0,0,0,0,2,0,2,0,,,,0,1,2,0,1,0,0,1,0,,,
NSMRYQG,1909-08-05,0,Central Kansas,regular,,Beloit,5,,Salina,1,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 6, 1909",1,2,1,0,0,0,1,0,0,,,,0,0,0,1,0,0,0,0,0,,,
YHPLHVN,1909-08-06,1,Central Kansas,regular,,Beloit,2,,Salina,5,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 7, 1909",1,0,1,0,0,0,0,0,0,,,,0,0,0,0,1,1,3,0,x,,,
KNRLGLX,1909-08-06,2,Central Kansas,regular,,Beloit,3,,Salina,6,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 7, 1909",0,0,0,2,0,1,0,0,0,,,,1,1,0,0,0,1,0,3,x,,,
RQPVYLX,1909-08-07,0,Central Kansas,regular,,Beloit,1,,Salina,0,,,,,final,,,1909/1909-SDU/SDU-19090802.txt,"The Salina Daily Union Aug 9, 1909",0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,
HFNXGTY,1909-08-24,0,Central Kansas,regular,,Salina,4,,Abilene,5,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 25, 1909",0,4,0,0,0,0,0,0,0,,,,2,0,0,0,1,0,0,2,x,,,
KPGBVBT,1909-08-24,0,Central Kansas,regular,,Beloit,0,,Clay Center,9,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 25, 1909",,,,,,,,,,,,,,,,,,,,,,,,
HYDYSMZ,1909-08-25,0,Central Kansas,regular,,Salina,3,,Abilene,4,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 26, 1909",0,0,1,0,0,0,2,,,,,,0,0,0,2,2,x,,,,,,
BWMYTQC,1909-08-26,0,Central Kansas,regular,,Clay Center,2,,Ellsworth,3,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 27, 1909",0,2,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,1,
