key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10
SXLDZJF,1915-05-11,0,New York State,regular,,Wilkes-Barre,6,,Binghamton,4,,,1:50,,,,,transcript/1915/1915-ESG/boxes/ESG-19150506.txt,"Elmira Star-Gazette, May 12, 1915",3,0,1,0,0,0,0,1,1,,0,2,1,0,0,0,1,0,0,
MDJJGQR,1915-05-11,0,New York State,regular,,Scranton,2,,Elmira,3,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150506.txt,"Elmira Star-Gazette, May 12, 1915",0,0,0,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,x,
VGLZWQS,1915-05-11,0,New York State,regular,,Utica,2,,Troy,3,,,1:50,,,,,transcript/1915/1915-ESG/boxes/ESG-19150506.txt,"Elmira Star-Gazette, May 12, 1915",0,1,0,0,0,0,0,1,0,,0,0,2,0,1,0,0,0,x,
GZXPMXM,1915-05-12,0,New York State,regular,,Binghamton,8,,Scranton,7,,,2:40,,,,,transcript/1915/1915-ESG/boxes/ESG-19150506.txt,"Elmira Star-Gazette, May 13, 1915",0,1,3,0,0,0,4,0,0,,0,0,3,0,3,0,1,0,0,
JQHQVXB,1915-05-12,0,New York State,regular,,Troy,1,,Syracuse,2,,,1:35,,,,,transcript/1915/1915-ESG/boxes/ESG-19150506.txt,"Elmira Star-Gazette, May 13, 1915",0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,1,0,x,
WVLJHCJ,1915-05-12,0,New York State,regular,,Albany,1,,Utica,2,,,1:31,,,,,transcript/1915/1915-ESG/boxes/ESG-19150506.txt,"Elmira Star-Gazette, May 13, 1915",0,0,0,1,0,0,0,0,0,,0,1,0,0,0,1,0,0,x,
TXXMZLN,1915-05-12,0,New York State,regular,,Elmira,4,,Wilkes-Barre,5,,,2:10,,,,,transcript/1915/1915-ESG/boxes/ESG-19150506.txt,"Elmira Star-Gazette, May 13, 1915",0,4,0,0,0,0,0,0,0,,0,0,0,0,0,3,2,0,x,
PGTHSKX,1915-05-13,0,New York State,regular,,Binghamton,,,Scranton,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 14, 1915",,,,,,,,,,,,,,,,,,,,
NZTHXKK,1915-05-13,0,New York State,regular,,Troy,,,Syracuse,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 14, 1915",,,,,,,,,,,,,,,,,,,,
SZKGGQY,1915-05-13,0,New York State,regular,,Albany,,,Utica,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 14, 1915",,,,,,,,,,,,,,,,,,,,
WYXKTJF,1915-05-13,0,New York State,regular,,Elmira,2,,Wilkes-Barre,3,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 14, 1915",2,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,1,0,x,
DVBWHQR,1915-05-14,0,New York State,regular,,Binghamton,4,,Scranton,7,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 15, 1915",0,0,0,0,0,0,1,3,0,,5,1,0,0,0,0,0,1,x,
SZRHGMK,1915-05-14,0,New York State,regular,,Troy,7,,Syracuse,6,,,1:55,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 15, 1915",0,2,0,0,1,0,0,4,0,,0,0,0,3,0,3,0,0,0,
CXBTKGX,1915-05-14,0,New York State,regular,,Albany,6,,Utica,8,,,2:09,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 15, 1915",3,0,0,2,1,0,0,0,0,,0,4,1,0,0,0,2,1,x,
YGWYFSX,1915-05-14,0,New York State,regular,,Elmira,4,,Wilkes-Barre,0,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 15, 1915",0,1,0,0,2,0,1,0,0,,0,0,0,0,0,0,0,0,0,
ZXTPCQV,1915-05-15,0,New York State,regular,,Elmira,1,,Scranton,5,,,1:40,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 17, 1915",1,0,0,0,0,0,0,0,0,,0,0,0,1,4,0,0,0,x,
ZBZYBCN,1915-05-15,0,New York State,regular,,Albany,3,,Syracuse,4,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 17, 1915",0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1
TXGLJRJ,1915-05-15,0,New York State,regular,,Troy,13,,Utica,3,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 17, 1915",0,0,0,0,1,4,0,5,3,,0,0,1,0,0,0,0,0,2,
XRCNTKX,1915-05-15,1,New York State,regular,,Binghamton,3,,Wilkes-Barre,4,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 17, 1915",0,0,0,2,0,0,0,1,0,,0,0,0,0,0,0,0,1,3,
SBJZBJX,1915-05-15,2,New York State,regular,,Binghamton,2,,Wilkes-Barre,6,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 17, 1915",0,0,0,0,2,0,0,,,,0,0,4,2,0,0,x,,,
VPXZRXY,1915-05-17,0,New York State,regular,,Elmira,,,Scranton,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 18, 1915",,,,,,,,,,,,,,,,,,,,
MFBPHYL,1915-05-17,0,New York State,regular,,Albany,,,Syracuse,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 18, 1915",,,,,,,,,,,,,,,,,,,,
YVFWDWQ,1915-05-17,0,New York State,regular,,Troy,,,Utica,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 18, 1915",,,,,,,,,,,,,,,,,,,,
XNMHTHK,1915-05-17,0,New York State,regular,,Binghamton,,,Wilkes-Barre,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 18, 1915",,,,,,,,,,,,,,,,,,,,
LRSDQWH,1915-05-18,0,New York State,regular,,Syracuse,2,,Binghamton,4,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 19, 1915",0,0,0,2,0,0,0,0,0,,0,1,3,0,0,0,0,0,x,
FVMFRTL,1915-05-18,0,New York State,regular,,Utica,5,,Elmira,6,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 19, 1915",2,0,1,0,0,0,0,0,2,,1,1,1,3,0,0,0,0,x,
DMJFLKR,1915-05-18,0,New York State,regular,,Wilkes-Barre,2,,Scranton,1,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 19, 1915",0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,
HKGYGMJ,1915-05-18,0,New York State,regular,,Albany,3,,Troy,4,,,1:55,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 19, 1915",1,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,3,1,x,
CMLQWCP,1915-05-19,0,New York State,regular,,Troy,4,,Albany,3,,,1:40,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 20, 1915",0,0,0,0,0,0,3,1,x,,1,0,0,0,1,0,0,1,0,
DTTPTQF,1915-05-19,0,New York State,regular,,Syracuse,2,,Binghamton,8,,,1:50,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 20, 1915",2,0,0,0,0,0,0,0,0,,1,0,0,2,1,0,0,4,x,
FKCZTQZ,1915-05-19,0,New York State,regular,,Utica,9,,Elmira,4,,,1:30,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 20, 1915",1,0,2,2,0,1,2,0,1,,0,0,0,0,0,0,0,0,4,
HHKJMRN,1915-05-19,0,New York State,regular,,Wilkes-Barre,3,,Scranton,4,,,1:50,,,,,transcript/1915/1915-ESG/boxes/ESG-19150513.txt,"Elmira Star-Gazette, May 20, 1915",0,0,0,0,0,3,0,0,0,,0,2,2,0,0,0,0,0,x,
