key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16
VHGJHNQ,1915-06-17,0,Buckeye,regular,,Newark,0,,Findlay,7,,,,,final,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 18, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,1,1,0,0,0,0,0,5,x,,,,,,,
KBGDNKQ,1915-06-18,0,Buckeye,regular,,Lima,2,,Akron,1,,,,,final,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 19, 1915",0,0,0,0,0,0,0,0,2,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,
RYHMDGS,1915-06-18,0,Buckeye,regular,,Newark,,,Findlay,,,,,,postponed,wet grounds,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTVNDDH,1915-06-19,0,Buckeye,regular,,Lima,2,,Akron,5,,,,,final,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 20, 1915",0,0,0,0,0,0,1,0,1,,,,,,,,1,0,0,1,0,1,2,0,x,,,,,,,
PHWHXBH,1915-06-19,1,Buckeye,regular,,Newark,,,Findlay,,,,,,final,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZBVKVP,1915-06-19,2,Buckeye,regular,,Newark,,,Findlay,,,,,,postponed,called to catch train,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTCTVLW,1915-06-20,1,Buckeye,regular,,Findlay,3,,Akron,9,,,,,final,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 21, 1915",0,0,0,2,1,0,0,0,0,,,,,,,,2,0,2,0,1,0,3,1,x,,,,,,,
ZGVGKWS,1915-06-20,2,Buckeye,regular,,Findlay,0,,Akron,3,,,,,final,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 21, 1915",0,0,0,0,0,0,0,,,,,,,,,,2,0,0,0,0,1,x,,,,,,,,,
XWCVZHQ,1915-06-20,1,Buckeye,regular,,Lima,7,,Newark,3,,1000,2:10,,final,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 21, 1915",0,0,4,0,2,0,0,0,1,,,,,,,,0,0,0,0,1,1,1,0,0,,,,,,,
VSPSYMK,1915-06-20,2,Buckeye,regular,,Lima,4,,Newark,3,,,1:35,,final,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 21, 1915",0,1,1,1,1,0,0,,,,,,,,,,0,0,2,0,1,0,0,,,,,,,,,
BDXGLXY,1915-06-22,0,Buckeye,regular,,Akron,18,,Lima,6,,,1:55,,final,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 23, 1915",1,3,0,0,3,0,4,1,6,,,,,,,,0,6,0,0,0,0,0,0,0,,,,,,,
CRKTSVT,1915-06-22,0,Buckeye,regular,,Findlay,,,Newark,,,,,,postponed,,,1915/1915-LDN/BUCK-19150616.txt,"Lima Daily News, June 23, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDKRMZG,1915-06-23,0,Buckeye,regular,,Akron,7,,Lima,8,,,1:48,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 24, 1915",1,2,0,1,0,0,1,1,1,,,,,,,,0,0,1,0,1,3,2,0,1,,,,,,,
VDLDLCW,1915-06-23,1,Buckeye,regular,,Findlay,5,,Newark,3,,,,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 24, 1915",1,0,2,1,0,0,1,0,0,,,,,,,,1,0,0,0,0,0,2,0,0,,,,,,,
MTJSVHL,1915-06-23,2,Buckeye,regular,,Findlay,0,,Newark,2,,,,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 24, 1915",0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,1,1,x,,,,,,,,,
HDZFPGV,1915-06-25,0,Buckeye,regular,,Akron,5,,Findlay,4,,,,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 26, 1915",0,0,0,3,0,0,2,0,0,,,,,,,,2,0,0,0,1,0,1,0,0,,,,,,,
MKBRMNR,1915-06-25,0,Buckeye,regular,,Newark,4,,Lima,8,,,1:50,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 26, 1915",0,0,0,0,2,0,0,0,2,,,,,,,,2,0,2,0,0,2,2,0,x,,,,,,,
KJJNJKN,1915-06-26,0,Buckeye,regular,,Akron,,,Findlay,,,,,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYMPKYR,1915-06-26,1,Buckeye,regular,,Newark,6,,Lima,0,,,1:43,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 27, 1915",2,2,0,0,0,0,0,0,2,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
XRKHSNJ,1915-06-26,2,Buckeye,regular,,Newark,4,,Lima,11,,,1:30,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 27, 1915",0,2,1,0,0,0,1,,,,,,,,,,2,0,1,4,3,1,x,,,,,,,,,
YTSVSWG,1915-06-27,1,Buckeye,regular,,Newark,11,,Akron,8,,,,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 28, 1915",0,0,0,0,2,1,5,3,0,,,,,,,,0,3,3,0,0,2,0,0,0,,,,,,,
TCLRGLJ,1915-06-27,2,Buckeye,regular,,Newark,6,,Akron,10,,,,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 28, 1915",1,0,0,0,4,1,0,,,,,,,,,,0,0,3,3,4,0,x,,,,,,,,,
VNNPMWJ,1915-06-27,1,Buckeye,regular,,Findlay,8,,Lima,4,,,2:05,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 28, 1915",4,0,0,0,0,0,0,3,1,,,,,,,,2,0,1,0,0,0,0,1,0,,,,,,,
WMKCKQP,1915-06-27,2,Buckeye,regular,,Findlay,1,,Lima,6,,,1:35,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 28, 1915",0,1,0,0,0,0,0,,,,,,,,,,4,1,0,0,0,1,x,,,,,,,,,
FQRDQMX,1915-06-28,0,Buckeye,regular,,Lima,2,,Findlay,7,,,1:41,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 29, 1915",1,0,0,1,0,0,0,0,0,,,,,,,,0,1,0,1,1,0,3,1,x,,,,,,,
HGGDJBF,1915-06-28,0,Buckeye,regular,,Akron,4,,Newark,2,,,,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 29, 1915",0,0,0,0,0,2,1,0,1,,,,,,,,0,0,0,0,2,0,0,0,0,,,,,,,
SSLHHXK,1915-06-29,0,Buckeye,regular,,Lima,3,,Findlay,4,,,2:00,,final,,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 30, 1915",0,0,0,0,0,1,1,0,1,,,,,,,,1,0,1,0,0,0,0,1,1,,,,,,,
LXGZSWH,1915-06-29,0,Buckeye,regular,,Akron,,,Newark,,,,,,postponed,rain,,1915/1915-LDN/BUCK-19150623.txt,"Lima Daily News, June 30, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VQQQRKP,1915-06-30,0,Buckeye,regular,,Lima,2,,Findlay,3,,,1:40,,final,,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 1, 1915",0,0,0,2,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,0,2,,,,,,,
MTKGBQT,1915-06-30,0,Buckeye,regular,,Akron,1,,Newark,5,,,,,final,,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 1, 1915",0,0,0,0,0,1,0,0,0,,,,,,,,3,0,0,0,2,0,0,0,x,,,,,,,
