key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18
FYPMMQR,1911-07-27,0,Central,regular,,Zanesville,3,,Terre Haute,5,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,0,0,0,3,,,,,,,,,,0,0,0,2,0,2,0,1,x,,,,,,,,,
XXPWRNS,1911-07-28,0,Central,regular,,Newark,1,,Dayton,5,,,1:37,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,2,0,0,2,0,1,0,x,,,,,,,,,
BKYMKTB,1911-07-28,0,Central,regular,,Wheeling,3,,Evansville,4,,,1:42,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,3,0,0,0,0,0,0,,,,,,,,,,0,2,0,0,0,0,0,0,2,,,,,,,,,
VCBZSDR,1911-07-28,0,Central,regular,,Grand Rapids II,5,,Fort Wayne,6,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,2,0,2,0,0,0,0,1,0,,,,,,,,,,1,0,0,0,0,3,1,0,1,,,,,,,,,
DXLXSHV,1911-07-28,0,Central,regular,,Zanesville,0,,Terre Haute,1,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,x,,,,,,,,,
PPSNZLM,1911-07-29,0,Central,regular,,Grand Rapids II,2,,Dayton,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,2,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,3,0,0,0,0,0,x,,,,,,,,,
GWRQKZL,1911-07-29,0,Central,regular,,Zanesville,4,,Evansville,3,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,1,0,0,1,0,0,0,0,2,,,,,,,,,,1,0,0,2,0,0,0,0,0,,,,,,,,,
HSGDTWJ,1911-07-29,1,Central,regular,,Newark,3,,Fort Wayne,7,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,Sporting Life Vol 57 Number 23 Page 19,0,0,0,0,0,0,0,1,2,,,,,,,,,,2,0,0,0,2,0,0,3,x,,,,,,,,,
JYLDWGY,1911-07-29,2,Central,regular,,Newark,1,,Fort Wayne,7,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,1,0,0,0,0,0,,,,,,,,,,1,0,2,1,0,3,0,0,x,,,,,,,,,
VFXVFBY,1911-07-29,0,Central,regular,,Wheeling,9,,Terre Haute,4,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,2,2,0,0,2,2,0,0,1,,,,,,,,,,0,0,2,1,0,1,0,0,0,,,,,,,,,
VWGFXSG,1911-07-30,1,Central,regular,,Grand Rapids II,3,,Dayton,4,,,1:47,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,0,0,0,3,0,0,,,,,,,,,,1,1,0,1,0,0,1,0,x,,,,,,,,,
TTVQSRM,1911-07-30,2,Central,regular,,Grand Rapids II,0,,Dayton,5,,,1:08,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,5,0,0,0,x,,,,,,,,,,,
JKWWNLX,1911-07-30,1,Central,regular,,Zanesville,5,,Evansville,6,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,3,0,0,0,0,2,0,0,0,0,,,,,,,,,1,2,0,0,0,0,2,0,0,1,,,,,,,,
DFMLQRW,1911-07-30,2,Central,regular,,Zanesville,1,,Evansville,2,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,,,,,
GQXJFHS,1911-07-30,1,Central,regular,,Newark,6,,Fort Wayne,3,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,0,0,0,1,4,1,,,,,,,,,,0,3,0,0,0,0,0,0,0,,,,,,,,,
DJFGHRF,1911-07-30,2,Central,regular,,Newark,8,,Fort Wayne,3,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,1,4,2,0,0,1,,,,,,,,,,1,1,0,0,0,0,0,0,1,,,,,,,,,
KPDWKZG,1911-07-30,1,Central,regular,,Wheeling,3,,Terre Haute,7,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,1,2,0,0,0,0,0,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,
QBTNWBG,1911-07-30,2,Central,regular,,Wheeling,5,,Terre Haute,4,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,3,0,0,0,1,0,1,,,,,,,,,,,,3,0,0,1,0,0,0,,,,,,,,,,,
PWTZVMZ,1911-07-31,0,Central,regular,,Grand Rapids II,1,,Dayton,13,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,0,0,1,0,0,0,,,,,,,,,,0,1,5,2,2,2,1,0,x,,,,,,,,,
QPQCDMZ,1911-08-01,0,Central,regular,,Zanesville,,,Grand Rapids II,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFCJDTR,1911-08-01,0,Central,regular,,Wheeling,2,,Newark,1,,,1:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,0,0,2,0,0,0,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,
NGHFSHF,1911-08-02,0,Central,regular,,Evansville,3,,Dayton,9,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,1,0,0,0,0,0,0,0,2,,,,,,,,,,1,6,0,0,0,2,0,0,,,,,,,,,,
WVDTWBF,1911-08-02,0,Central,regular,,Terre Haute,0,,Fort Wayne,10,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,3,4,0,0,0,2,0,,,,,,,,,
LBXMBYX,1911-08-02,0,Central,regular,,Zanesville,1,,Grand Rapids II,2,,,3:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NWWTKJW,1911-08-02,0,Central,regular,,Wheeling,,,Newark,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVTKBYC,1911-08-03,0,Central,regular,,Evansville,2,,Dayton,6,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,1,0,1,0,0,0,0,0,0,,,,,,,,,,0,2,1,0,0,0,3,0,x,,,,,,,,,
BXJKPDR,1911-08-03,0,Central,regular,,Terre Haute,0,,Fort Wayne,10,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0,0,0,2,0,4,0,0,,,,,,,,,
TTSKHSJ,1911-08-03,1,Central,regular,,Zanesville,1,,Grand Rapids II,4,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,1,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,0,0,1,2,0,0,x,,,,,,,,,
YGPDZTY,1911-08-03,2,Central,regular,,Zanesville,7,,Grand Rapids II,5,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,1,4,0,1,0,0,0,0,1,,,,,,,,,,0,1,2,0,0,1,0,0,1,,,,,,,,,
RKJDRHB,1911-08-03,1,Central,regular,,Wheeling,1,,Newark,4,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,1,0,0,0,0,0,0,0,0,,,,,,,,,,1,1,0,1,1,0,0,0,x,,,,,,,,,
XVWWGCP,1911-08-03,2,Central,regular,,Wheeling,4,,Newark,8,,,1:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,3,1,0,0,0,0,0,,,,,,,,,,,,2,0,0,2,1,3,x,,,,,,,,,,,
FSSFWCQ,1911-08-04,0,Central,regular,,Evansville,3,,Dayton,2,,,2:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,2,0,0,1,0,0,0,0,,,,,,,,,,0,0,0,2,0,0,0,0,0,,,,,,,,,
BCTKMYP,1911-08-04,0,Central,regular,,Terre Haute,6,,Fort Wayne,7,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,1,0,0,0,0,2,1,0,2,,,,,,,,,,1,0,0,0,6,0,0,0,0,,,,,,,,,
DJKKLXP,1911-08-04,0,Central,regular,,Wheeling,2,,Grand Rapids II,1,,,2:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,
CFGXHGT,1911-08-04,0,Central,regular,,Zanesville,1,,Newark,3,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110729.txt,,1,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,1,0,1,0,0,x,,,,,,,,,
CVDFLQX,1911-08-05,0,Central,regular,,Terre Haute,6,,Dayton,3,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,1,1,0,1,1,2,0,0,0,,,,,,,,,,1,0,2,0,0,0,0,0,0,,,,,,,,,
QLZXRSN,1911-08-05,0,Central,regular,,Evansville,5,,Fort Wayne,1,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,1,0,0,4,0,0,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,
RZWCGRN,1911-08-05,0,Central,regular,,Wheeling,8,,Grand Rapids II,3,,,2:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,"Sporting Life, Volume 57, Number 24, Page 19",0,1,0,0,0,0,2,0,0,0,0,0,0,5,,,,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
CBVPBCS,1911-08-05,0,Central,regular,,Zanesville,2,,Newark,0,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ZFBCMHY,1911-08-06,1,Central,regular,,Terre Haute,3,,Dayton,10,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,2,1,0,0,0,0,0,0,,,,,,,,,,1,3,0,1,4,0,0,1,x,,,,,,,,,
WCRHVSF,1911-08-06,2,Central,regular,,Terre Haute,8,,Dayton,5,,,1:48,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,1,0,1,0,3,3,,,,,,,,,,,,5,0,0,0,0,0,0,,,,,,,,,,,
JBBCCXJ,1911-08-06,1,Central,regular,,Evansville,4,,Fort Wayne,0,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,3,0,0,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
DYSKZLT,1911-08-06,2,Central,regular,,Evansville,4,,Fort Wayne,6,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,0,0,2,2,0,0,,,,,,,,,,1,0,2,0,1,0,0,2,x,,,,,,,,,
STSNHQX,1911-08-06,0,Central,regular,,Wheeling,2,,Grand Rapids II,3,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,0,1,0,1,0,0,,,,,,,,,,0,1,0,0,0,1,0,1,x,,,,,,,,,
VYWZRVH,1911-08-06,0,Central,regular,,Zanesville,4,,Newark,8,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,4,0,0,0,0,0,,,,,,,,,,4,0,0,3,0,1,0,0,x,,,,,,,,,
XYHBYBR,1911-08-07,0,Central,regular,,Terre Haute,3,,Dayton,10,,,1:42,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,1,2,0,0,0,0,0,0,,,,,,,,,,5,0,1,3,1,0,0,0,x,,,,,,,,,
LSVPJKN,1911-08-08,0,Central,regular,,Terre Haute,3,,Grand Rapids II,15,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,0,0,0,3,0,0,,,,,,,,,,4,0,4,1,3,0,1,2,x,,,,,,,,,
PJNBWYT,1911-08-08,0,Central,regular,,Evansville,8,,Newark,5,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,3,2,0,1,0,1,0,0,1,,,,,,,,,,2,0,2,0,0,0,1,0,0,,,,,,,,,
WJKVZLD,1911-08-08,0,Central,regular,,Fort Wayne,5,,Wheeling,4,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,1,0,0,0,1,0,1,0,1,1,,,,,,,,,2,0,2,0,0,0,0,0,0,0,,,,,,,,
MFZQNVD,1911-08-08,0,Central,regular,,Dayton,0,,Zanesville,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,0,0,0,0,0,2,x,,,,,,,,,
CTMPZBK,1911-08-09,0,Central,regular,,Terre Haute,5,,Grand Rapids II,7,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,1,0,1,0,0,0,0,3,,,,,,,,,,0,0,1,1,0,0,3,2,x,,,,,,,,,
YTKWVJZ,1911-08-09,1,Central,regular,,Evansville,3,,Newark,4,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,2,0,0,0,0,0,0,1,0,,,,,,,,,,0,0,0,2,1,0,1,0,x,,,,,,,,,
PXJBRRS,1911-08-09,2,Central,regular,,Evansville,13,,Newark,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,1,4,3,5,0,0,,,,,,,,,,,,0,0,0,1,2,0,0,,,,,,,,,,,
ZLQCKWD,1911-08-09,0,Central,regular,,Fort Wayne,7,,Wheeling,5,,,2:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,1,0,0,2,0,0,2,0,2,,,,,,,,,,0,0,0,0,0,1,2,2,0,,,,,,,,,
HCQSWCS,1911-08-09,0,Central,regular,,Dayton,5,,Zanesville,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,2,0,0,1,1,1,0,0,0,,,,,,,,,,1,0,0,2,0,0,0,0,0,,,,,,,,,
LPNWRGD,1911-08-10,0,Central,regular,,Terre Haute,0,,Grand Rapids II,1,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,x,,,,,,,,,
WMNYGPX,1911-08-10,0,Central,regular,,Evansville,5,,Newark,2,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,3,0,0,2,0,0,,,,,,,,,,2,0,0,0,0,0,0,0,0,,,,,,,,,
GMGGNRS,1911-08-10,0,Central,regular,,Fort Wayne,1,,Wheeling,3,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,0,0,1,0,0,0,,,,,,,,,,0,0,2,1,0,0,0,0,x,,,,,,,,,
TFHDLZJ,1911-08-10,0,Central,regular,,Dayton,2,,Zanesville,8,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,5,3,x,,,,,,,,,
HGCJYGS,1911-08-11,0,Central,regular,,Wheeling,,,Dayton,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYMLZJL,1911-08-11,0,Central,regular,,Evansville,0,,Grand Rapids II,2,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,2,0,0,x,,,,,,,,,
DKXPDKZ,1911-08-11,0,Central,regular,,Terre Haute,4,,Newark,10,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,2,0,0,0,0,0,1,0,1,,,,,,,,,,0,2,3,3,2,0,0,0,x,,,,,,,,,
QLGTXHB,1911-08-11,0,Central,regular,,Fort Wayne,6,,Zanesville,2,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,1,0,0,2,1,1,0,0,1,,,,,,,,,,1,0,0,0,1,0,0,0,0,,,,,,,,,
XWXPBVY,1911-08-12,0,Central,regular,,Wheeling,6,,Dayton,13,,,2:22,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,2,0,1,3,0,0,0,,,,,,,,,,4,0,0,3,1,3,1,1,x,,,,,,,,,
PXKPBRQ,1911-08-12,0,Central,regular,,Evansville,6,,Grand Rapids II,4,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,3,0,0,0,0,1,2,0,0,,,,,,,,,,0,0,0,0,0,1,3,0,0,,,,,,,,,
SLYRCVK,1911-08-12,0,Central,regular,,Fort Wayne,1,,Zanesville,0,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110805.txt,,0,0,0,0,0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
SDFZLPJ,1911-08-13,0,Central,regular,,Wheeling,4,,Dayton,5,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,4,0,0,0,,,,,,,,,,,,,3,0,0,0,2,0,,,,,,,,,,,,
GDWMQWK,1911-08-13,0,Central,regular,,South Bend II,0,,Grand Rapids II,1,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,"Sporting Life, Volume 57, Number 25, Page 19",0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,
KRKFNTZ,1911-08-13,1,Central,regular,,Terre Haute,2,,Newark,5,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,0,0,1,1,0,0,,,,,,,,,,0,1,0,3,0,0,0,1,x,,,,,,,,,
DKYBMPH,1911-08-13,2,Central,regular,,Terre Haute,4,,Newark,9,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,2,1,1,0,,,,,,,,,,,,0,7,0,0,1,1,x,,,,,,,,,,,
YNPBSTF,1911-08-13,0,Central,regular,,Fort Wayne,6,,Zanesville,0,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,2,1,2,0,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
CNFXCTB,1911-08-14,0,Central,regular,,Dayton,3,,Fort Wayne,6,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,1,0,0,1,1,0,,,,,,,,,,2,0,0,0,4,0,0,0,0,,,,,,,,,
TMNRJPS,1911-08-14,0,Central,regular,,Grand Rapids II,5,,Newark,6,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,1,1,0,2,0,0,1,,,,,,,,,,2,1,0,1,1,0,0,1,x,,,,,,,,,
NKQPJJH,1911-08-14,0,Central,regular,,Terre Haute,0,,South Bend II,3,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,2,0,0,1,0,x,,,,,,,,,
CZBBPXH,1911-08-14,0,Central,regular,,Wheeling,0,,Zanesville,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,2,4,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,2,,,,,,,,,
LJJRZZC,1911-08-15,0,Central,regular,,Dayton,1,,Fort Wayne,5,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,1,0,0,0,0,0,,,,,,,,,,0,0,0,1,0,1,0,3,x,,,,,,,,,
RXFXCQF,1911-08-15,0,Central,regular,,Grand Rapids II,3,,Newark,4,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,1,0,2,0,0,0,0,0,0,,,,,,,,,,0,0,1,0,0,2,0,1,x,,,,,,,,,
WZZTMYZ,1911-08-15,0,Central,regular,,Terre Haute,7,,South Bend II,1,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,1,5,0,0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,,,
KKFGFMW,1911-08-15,0,Central,regular,,Wheeling,,,Zanesville,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPHMHTL,1911-08-16,0,Central,regular,,Dayton,5,,Fort Wayne,11,,,2:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,1,0,0,0,3,0,1,,,,,,,,,,1,0,3,0,1,3,0,3,x,,,,,,,,,
WRMLHNV,1911-08-16,0,Central,regular,,Grand Rapids II,7,,Newark,5,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,1,0,0,0,2,0,0,1,3,,,,,,,,,,0,0,0,1,0,1,0,0,3,,,,,,,,,
KWQFCHG,1911-08-16,0,Central,regular,,Terre Haute,6,,South Bend II,3,,,1:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,2,4,0,0,,,,,,,,,,,,,2,0,0,0,1,0,,,,,,,,,,,,
HCBFZVT,1911-08-16,1,Central,regular,,Wheeling,1,,Zanesville,2,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,,,,,,,,
JNDQPFF,1911-08-16,2,Central,regular,,Wheeling,14,,Zanesville,10,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,6,2,0,3,0,0,,,,,,,,,,,,3,0,2,2,0,3,0,,,,,,,,,,,
SBSDXWZ,1911-08-17,0,Central,regular,,Wheeling,0,,Dayton,5,,,1:33,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0,1,0,0,0,x,,,,,,,,,
DPFHLDF,1911-08-17,0,Central,regular,,Zanesville,2,,Fort Wayne,3,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,0,0,0,1,1,0,,,,,,,,,,3,0,0,0,0,0,0,0,x,,,,,,,,,
BDVMHJM,1911-08-17,0,Central,regular,,Newark,2,,South Bend II,5,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,1,0,0,0,1,,,,,,,,,,,1,0,0,0,2,2,0,x,,,,,,,,,,
ZMDCTFJ,1911-08-17,0,Central,regular,,Grand Rapids II,6,,Terre Haute,0,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,3,0,1,1,1,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
PXHHYXW,1911-08-18,0,Central,regular,,Wheeling,3,,Dayton,2,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,2,1,0,0,0,0,,,,,,,,,,2,0,0,0,0,0,0,0,0,,,,,,,,,
FFTWFQK,1911-08-18,0,Central,regular,,Zanesville,1,,Fort Wayne,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,1,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,0,0,0,0,0,0,x,,,,,,,,,
LMMKKZV,1911-08-18,0,Central,regular,,Newark,4,,South Bend II,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,0,2,1,1,0,0,,,,,,,,,,0,3,0,0,0,0,0,0,0,,,,,,,,,
RZNBMHD,1911-08-18,0,Central,regular,,Grand Rapids II,2,,Terre Haute,0,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,0,0,0,1,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
NVMVRSL,1911-08-19,0,Central,regular,,Wheeling,6,,Dayton,7,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,3,0,0,0,2,0,0,1,0,,,,,,,,,,2,0,3,1,0,0,0,1,x,,,,,,,,,
WNCSSDG,1911-08-19,0,Central,regular,,Zanesville,4,,Fort Wayne,5,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,2,0,0,0,1,0,0,1,,,,,,,,,,0,0,0,5,0,0,0,0,x,,,,,,,,,
KKMQBDP,1911-08-19,0,Central,regular,,Newark,6,,South Bend II,9,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,1,0,0,0,0,2,1,1,1,,,,,,,,,,2,3,0,1,1,0,2,0,x,,,,,,,,,
XQPXBQB,1911-08-19,0,Central,regular,,Grand Rapids II,2,,Terre Haute,3,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110813.txt,,0,0,0,1,0,1,0,0,0,,,,,,,,,,1,0,1,0,0,0,0,0,1,,,,,,,,,
HRZNNLX,1911-08-20,0,Central,regular,,Zanesville,6,,Dayton,2,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,"Sporting Life, Volume 57, Number 26, Page 19",0,0,0,0,0,0,5,1,0,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,
LXNVHFN,1911-08-20,0,Central,regular,,Wheeling,2,,Fort Wayne,5,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,0,0,0,2,0,0,,,,,,,,,,0,0,1,0,0,3,1,0,x,,,,,,,,,
FFNQCFK,1911-08-20,0,Central,regular,,Grand Rapids II,5,,South Bend II,3,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,2,0,0,0,0,1,1,0,1,,,,,,,,,,0,2,0,0,0,0,1,0,0,,,,,,,,,
PKGMLVK,1911-08-20,0,Central,regular,,Newark,10,,Terre Haute,6,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,1,1,1,2,2,0,0,0,3,,,,,,,,,,1,3,0,1,1,0,0,0,0,,,,,,,,,
VWWWLZZ,1911-08-21,0,Central,regular,,Zanesville,3,,Dayton,8,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,0,2,0,0,1,0,,,,,,,,,,0,0,1,1,4,2,0,0,x,,,,,,,,,
