game.key,league.year,league.name,game.date,game.number,game.phase,name.full
WNPMDPJ,1911,Central League,1911-06-02,0,regular,Groeschow
KFDLBMQ,1911,Central League,1911-06-02,0,regular,Newhouse
MRNTCWT,1911,Central League,1911-06-02,0,regular,Cleary
LDWSMLY,1911,Central League,1911-06-02,0,regular,Jacobs
QLYSYWG,1911,Central League,1911-06-03,0,regular,Groeschow
HRMHTHH,1911,Central League,1911-06-03,0,regular,Cleary
WLCVCRS,1911,Central League,1911-06-03,1,regular,Newhouse
NHTJFLJ,1911,Central League,1911-06-03,2,regular,Newhouse
BNKSLZK,1911,Central League,1911-06-03,0,regular,Jacobs
NPBKDRY,1911,Central League,1911-06-04,0,regular,Groeschow
YMXFFBN,1911,Central League,1911-06-04,0,regular,Connolly
WMWZJZP,1911,Central League,1911-06-04,0,regular,Jacobs
GTTFXDP,1911,Central League,1911-06-04,0,regular,Newhouse
XMVLHDV,1911,Central League,1911-06-05,0,regular,Cleary
CZVTTNV,1911,Central League,1911-06-05,0,regular,Groeschow
ZBTCBLR,1911,Central League,1911-06-05,0,regular,Jacobs
MWKPWMW,1911,Central League,1911-06-06,0,regular,Cleary
XLZZRYP,1911,Central League,1911-06-06,0,regular,Jacobs
HBXKBRY,1911,Central League,1911-06-06,0,regular,Groeschow
JQVGLFS,1911,Central League,1911-06-07,1,regular,Newhouse
LYYNTDM,1911,Central League,1911-06-07,2,regular,Newhouse
HVCLXVN,1911,Central League,1911-06-07,0,regular,Cleary
KMFLSNL,1911,Central League,1911-06-07,0,regular,Groeschow
YJVJXVZ,1911,Central League,1911-06-07,0,regular,Jacobs
MQKRLWW,1911,Central League,1911-06-08,1,regular,Newhouse
YSQQDQN,1911,Central League,1911-06-08,2,regular,Newhouse
ZWQCWHL,1911,Central League,1911-06-08,0,regular,Jacobs
RLLVQND,1911,Central League,1911-06-08,0,regular,Groeschow
VNGNVFF,1911,Central League,1911-06-08,0,regular,Cleary
JPRRMZS,1911,Central League,1911-06-09,0,regular,Cleary
ZBVVKBV,1911,Central League,1911-06-09,0,regular,Jacobs
JRNKQQG,1911,Central League,1911-06-09,0,regular,Newhouse
XVLQRCR,1911,Central League,1911-06-10,0,regular,Groeschow
SPTYKRZ,1911,Central League,1911-06-10,0,regular,Cleary
TZDWHWJ,1911,Central League,1911-06-10,0,regular,Newhouse
MRBLGTL,1911,Central League,1911-06-10,0,regular,Jacobs
MPNLCHY,1911,Central League,1911-06-11,1,regular,Groeschow
QZDRHNG,1911,Central League,1911-06-11,2,regular,Groeschow
CGKRLCW,1911,Central League,1911-06-11,0,regular,Newhouse
YPWFWQC,1911,Central League,1911-06-11,0,regular,Jacobs
GBWDHQK,1911,Central League,1911-06-11,0,regular,Cleary
TMQHCHD,1911,Central League,1911-06-12,0,regular,Newhouse
PPYFKRN,1911,Central League,1911-06-12,0,regular,Groeschow
CWHKQKH,1911,Central League,1911-06-12,0,regular,Jacobs
DXCRDZC,1911,Central League,1911-06-12,0,regular,Cleary
QYZQMTX,1911,Central League,1911-06-13,0,regular,Cleary
WVSDZTW,1911,Central League,1911-06-13,0,regular,Newhouse
PYWMFSZ,1911,Central League,1911-06-13,0,regular,Jacobs
XHFBBFH,1911,Central League,1911-06-13,0,regular,Groeschow
HPYMZGX,1911,Central League,1911-06-14,0,regular,Newhouse
HBRWCLH,1911,Central League,1911-06-14,0,regular,Groeschow
LWTDRSV,1911,Central League,1911-06-14,0,regular,Jacobs
VBPGYHR,1911,Central League,1911-06-15,1,regular,Cleary
MWSHZLF,1911,Central League,1911-06-15,2,regular,Cleary
DSNXGCM,1911,Central League,1911-06-15,0,regular,Jacobs
YQYCRNW,1911,Central League,1911-06-15,0,regular,Newhouse
VGZXMJK,1911,Central League,1911-06-15,0,regular,Groeschow
SPMNVBQ,1911,Central League,1911-06-16,0,regular,Groeschow
XRVNXQT,1911,Central League,1911-06-17,0,regular,Cleary
TJYKYGH,1911,Central League,1911-06-17,0,regular,Groeschow
YGKZPGM,1911,Central League,1911-06-17,0,regular,Jacobs
DSRKFCQ,1911,Central League,1911-06-18,1,regular,Newhouse
DLDQLCF,1911,Central League,1911-06-18,2,regular,Newhouse
LQTXKTB,1911,Central League,1911-06-18,0,regular,Groeschow
NJBTKVM,1911,Central League,1911-06-18,0,regular,Jacobs
HDYYNBX,1911,Central League,1911-06-18,0,regular,Cleary
BHBGYTK,1911,Central League,1911-06-19,0,regular,Cleary
SRRXMVS,1911,Central League,1911-06-19,0,regular,Newhouse
FGCFBPS,1911,Central League,1911-06-19,0,regular,Groeschow
RCTTMKN,1911,Central League,1911-06-19,0,regular,Jacobs
XRVGBYP,1911,Central League,1911-06-20,0,regular,Groeschow
YCSTWXP,1911,Central League,1911-06-20,0,regular,Jacobs
BDFXFFV,1911,Central League,1911-06-20,0,regular,Cleary
CMDJBHN,1911,Central League,1911-06-20,0,regular,Newhouse
GPLLGHB,1911,Central League,1911-06-21,0,regular,Newhouse
RLBXBXV,1911,Central League,1911-06-21,0,regular,Cleary
KPKFBGY,1911,Central League,1911-06-21,0,regular,Jacobs
HJVQRVZ,1911,Central League,1911-06-21,0,regular,Groeschow
HVWWTWJ,1911,Central League,1911-06-22,0,regular,Groeschow
RTRBWHJ,1911,Central League,1911-06-22,0,regular,Newhouse
PCFTBML,1911,Central League,1911-06-22,0,regular,Cleary
KDBYTWC,1911,Central League,1911-06-22,0,regular,Jacobs
NXBHZVK,1911,Central League,1911-06-23,0,regular,Newhouse
YGGMXDL,1911,Central League,1911-06-23,0,regular,Jacobs
YVJHHNF,1911,Central League,1911-06-23,0,regular,Groeschow
QTZRPXR,1911,Central League,1911-06-23,0,regular,Cleary
TJGMMKY,1911,Central League,1911-06-24,0,regular,Newhouse
RKDZMNV,1911,Central League,1911-06-24,0,regular,Groeschow
QVHVHTX,1911,Central League,1911-06-24,0,regular,Cleary
QPGTKNB,1911,Central League,1911-06-25,0,regular,Newhouse
NLPKZMQ,1911,Central League,1911-06-25,0,regular,Groeschow
WYSCSJB,1911,Central League,1911-06-26,1,regular,Cleary
DGVJVJQ,1911,Central League,1911-06-26,2,regular,Cleary
RGQYGPB,1911,Central League,1911-06-26,1,regular,Jacobs
DVJDCFH,1911,Central League,1911-06-26,2,regular,Jacobs
BZCVTRJ,1911,Central League,1911-06-27,0,regular,Groeschow
PQHVYYX,1911,Central League,1911-06-27,0,regular,Cleary
VSNDZTB,1911,Central League,1911-06-27,0,regular,Alberts
MFNBJKK,1911,Central League,1911-06-28,1,regular,Newhouse
KBXCNXS,1911,Central League,1911-06-28,2,regular,Newhouse
RZCJQTV,1911,Central League,1911-06-28,0,regular,Groeschow
FKJJZZB,1911,Central League,1911-06-28,0,regular,Cleary
WKRRYMM,1911,Central League,1911-06-28,0,regular,Murray
TBKTYMF,1911,Central League,1911-06-29,1,regular,Newhouse
YXZWLRX,1911,Central League,1911-06-29,2,regular,Newhouse
VCXRPNJ,1911,Central League,1911-06-29,0,regular,Groeschow
FYWKZHF,1911,Central League,1911-06-29,0,regular,Cleary
SMBYJDL,1911,Central League,1911-06-29,0,regular,Alberts
ZBQNHZV,1911,Central League,1911-06-30,1,regular,Cleary
TFNSVKS,1911,Central League,1911-06-30,2,regular,Cleary
MYVBGJX,1911,Central League,1911-06-30,0,regular,Groeschow
CWPPDRV,1911,Central League,1911-06-30,0,regular,Newhouse
WPTSTPN,1911,Central League,1911-06-30,0,regular,Barnett
GMYGLJQ,1911,Central League,1911-07-01,1,regular,Cleary
TDKDWZW,1911,Central League,1911-07-01,0,regular,Coffey
DGCSGJS,1911,Central League,1911-07-01,0,regular,Newhouse
FTKPLGY,1911,Central League,1911-07-01,0,regular,Groeschow
GLBXFQM,1911,Central League,1911-07-02,1,regular,Pollard
GLBXFQM,1911,Central League,1911-07-02,1,regular,Coffey
FTSDPLV,1911,Central League,1911-07-02,2,regular,Coffey
FTSDPLV,1911,Central League,1911-07-02,2,regular,Pollard
BBYXSVS,1911,Central League,1911-07-02,0,regular,Newhouse
YBRTHCF,1911,Central League,1911-07-02,1,regular,Cleary
SYGJDLN,1911,Central League,1911-07-02,0,regular,Groeschow
JNSQTTB,1911,Central League,1911-07-03,0,regular,Cleary
DJHGFJL,1911,Central League,1911-07-03,0,regular,Newhouse
ZRBBBLD,1911,Central League,1911-07-03,0,regular,Egan
ZRBBBLD,1911,Central League,1911-07-03,0,regular,Coffey
JHGQTVK,1911,Central League,1911-07-03,0,regular,Groeschow
HVKDWQV,1911,Central League,1911-07-04,1,regular,Groeschow
FLRYYXX,1911,Central League,1911-07-04,1,regular,Egan
FLRYYXX,1911,Central League,1911-07-04,1,regular,Coffey
ZGQKVBD,1911,Central League,1911-07-04,1,regular,Newhouse
MMYLTMK,1911,Central League,1911-07-04,1,regular,Cleary
GVBMZXR,1911,Central League,1911-07-04,2,regular,Groeschow
QXVHNPT,1911,Central League,1911-07-04,2,regular,Egan
XRFRTCN,1911,Central League,1911-07-04,2,regular,Newhouse
THYQDXV,1911,Central League,1911-07-04,2,regular,Cleary
GVYHTBB,1911,Central League,1911-07-05,0,regular,Cleary
PJPRDKF,1911,Central League,1911-07-05,0,regular,Newhouse
TRLNPHH,1911,Central League,1911-07-05,0,regular,Groeschow
MPPWQKT,1911,Central League,1911-07-05,0,regular,Egan
FXNTPHH,1911,Central League,1911-07-06,0,regular,Newhouse
HVFJYVT,1911,Central League,1911-07-06,0,regular,Egan
DRSSNYY,1911,Central League,1911-07-06,0,regular,Clancy
ZQXHPWK,1911,Central League,1911-07-06,0,regular,Groeschow
JVLRDHT,1911,Central League,1911-07-07,0,regular,Cleary
KFDVRXQ,1911,Central League,1911-07-07,0,regular,Groeschow
BGXVFJQ,1911,Central League,1911-07-07,0,regular,Egan
BXNZNCK,1911,Central League,1911-07-08,1,regular,Cleary
GXZXFML,1911,Central League,1911-07-08,2,regular,Cleary
ZVYJGRX,1911,Central League,1911-07-08,0,regular,Kennedy
ZVYJGRX,1911,Central League,1911-07-08,0,regular,Egan
QDZRHNM,1911,Central League,1911-07-08,0,regular,Newhouse
XQLDKRZ,1911,Central League,1911-07-08,0,regular,Groeschow
VVKPRVM,1911,Central League,1911-07-09,1,regular,Cleary
PDCLKXN,1911,Central League,1911-07-09,2,regular,Cleary
MVFTJQN,1911,Central League,1911-07-09,0,regular,Groeschow
ZQSXGKS,1911,Central League,1911-07-09,0,regular,Eagan
JHJDJSR,1911,Central League,1911-07-09,0,regular,Newhouse
XZBJYVT,1911,Central League,1911-07-10,0,regular,Newhouse
LYKHCQL,1911,Central League,1911-07-10,0,regular,Egan
CDMZQPK,1911,Central League,1911-07-10,0,regular,Groeschow
NWNSXPN,1911,Central League,1911-07-11,0,regular,Cleary
XTGNRNR,1911,Central League,1911-07-11,0,regular,Groeschow
XSJRYDK,1911,Central League,1911-07-11,0,regular,Eagan
HNDTHKF,1911,Central League,1911-07-11,0,regular,Newhouse
FSVFZTG,1911,Central League,1911-07-12,0,regular,Eagan
GYHYGWS,1911,Central League,1911-07-12,0,regular,Cleary
RTQPFQZ,1911,Central League,1911-07-12,0,regular,Newhouse
GJGLPYW,1911,Central League,1911-07-12,0,regular,Groeschow
SSJRMXQ,1911,Central League,1911-07-13,0,regular,Cleary
ZSSGMVJ,1911,Central League,1911-07-13,0,regular,Eagan
PLTDRXM,1911,Central League,1911-07-13,0,regular,Groeschow
YBMPKRN,1911,Central League,1911-07-13,0,regular,Newhouse
KGRZDVP,1911,Central League,1911-07-14,0,regular,Cleary
MZJKYLH,1911,Central League,1911-07-14,0,regular,Newhouse
CNSBHHX,1911,Central League,1911-07-14,0,regular,Egan
KVJGCVV,1911,Central League,1911-07-14,0,regular,Groeschow
HZWRVDX,1911,Central League,1911-07-15,0,regular,Eagan
PRRSNCG,1911,Central League,1911-07-15,0,regular,Cleary
VCTFZBY,1911,Central League,1911-07-15,0,regular,Newhouse
RRCGHDZ,1911,Central League,1911-07-15,0,regular,Groeschow
ZBTKTMF,1911,Central League,1911-07-16,0,regular,Newhouse
PGKNXXC,1911,Central League,1911-07-16,0,regular,Egan
TZMRQYF,1911,Central League,1911-07-16,0,regular,Cleary
MSNPQRD,1911,Central League,1911-07-16,0,regular,Groeschow
VWBYSMT,1911,Central League,1911-07-17,0,regular,Newhouse
ZDBRCCR,1911,Central League,1911-07-17,0,regular,Egan
GFNXKXS,1911,Central League,1911-07-17,0,regular,Cleary
TJWDGRL,1911,Central League,1911-07-17,0,regular,Groeschow
HHGYLLQ,1911,Central League,1911-07-18,1,regular,Newhouse
XKDJNSX,1911,Central League,1911-07-18,2,regular,Newhouse
BLNNGZS,1911,Central League,1911-07-18,0,regular,Groeschow
LDNCYGR,1911,Central League,1911-07-18,0,regular,Egan
JYBTJMZ,1911,Central League,1911-07-18,0,regular,Cleary
MFSPXFH,1911,Central League,1911-07-19,0,regular,Egan
VDGPYBW,1911,Central League,1911-07-19,0,regular,Groeschow
HMSHBQC,1911,Central League,1911-07-19,0,regular,Cleary
KCSXGYX,1911,Central League,1911-07-20,0,regular,Eagan
RRSVHBW,1911,Central League,1911-07-20,0,regular,Groeschow
TJQYKRS,1911,Central League,1911-07-20,0,regular,Newhouse
FJMNLXW,1911,Central League,1911-07-20,0,regular,Cleary
YVLTWLN,1911,Central League,1911-07-21,0,regular,Groeschow
CCZGCLX,1911,Central League,1911-07-21,0,regular,Newhouse
ZPHVVKN,1911,Central League,1911-07-21,0,regular,Cleary
RKCKPMT,1911,Central League,1911-07-22,1,regular,Egan
NLQYZDC,1911,Central League,1911-07-22,2,regular,Egan
RQLPZDJ,1911,Central League,1911-07-22,0,regular,Cleary
PKTYDNS,1911,Central League,1911-07-22,0,regular,Groeschow
ZBLKNWS,1911,Central League,1911-07-22,0,regular,Newhouse
PKQWWHD,1911,Central League,1911-07-23,1,regular,Eagan
BGRSFJQ,1911,Central League,1911-07-23,2,regular,Eagan
TWWWWQJ,1911,Central League,1911-07-23,0,regular,Groeschow
FJRYPVG,1911,Central League,1911-07-23,1,regular,Newhouse
NZXLCVD,1911,Central League,1911-07-23,2,regular,Newhouse
BTXSTXT,1911,Central League,1911-07-23,0,regular,Cleary
ZZSTJML,1911,Central League,1911-07-24,0,regular,Groeschow
FQNBKTS,1911,Central League,1911-07-24,0,regular,Clancy
VFKQDQN,1911,Central League,1911-07-24,0,regular,Egan
GRHJDRZ,1911,Central League,1911-07-25,0,regular,Cleary
LRZXNYD,1911,Central League,1911-07-25,1,regular,Newhouse
HSBFHWH,1911,Central League,1911-07-25,2,regular,Newhouse
JXKGCWJ,1911,Central League,1911-07-25,0,regular,Groeschow
ZYLNYMN,1911,Central League,1911-07-26,0,regular,Newhouse
LRDPGKL,1911,Central League,1911-07-26,0,regular,Cleary
SWRJVMC,1911,Central League,1911-07-26,0,regular,Groeschow
DFQPLSW,1911,Central League,1911-07-26,0,regular,Egan
BFJDWTR,1911,Central League,1911-07-27,0,regular,Newhouse
LBZMCSR,1911,Central League,1911-07-27,0,regular,Egan
FYPMMQR,1911,Central League,1911-07-27,0,regular,Groeschow
PCMTJZC,1911,Central League,1911-07-27,0,regular,Cleary
XXPWRNS,1911,Central League,1911-07-28,0,regular,Newhouse
BKYMKTB,1911,Central League,1911-07-28,0,regular,Cleary
DXLXSHV,1911,Central League,1911-07-28,0,regular,Groeschow
VCBZSDR,1911,Central League,1911-07-28,0,regular,Egan
HSGDTWJ,1911,Central League,1911-07-29,1,regular,Egan
JYLDWGY,1911,Central League,1911-07-29,2,regular,Egan
GWRQKZL,1911,Central League,1911-07-29,0,regular,Cleary
PPSNZLM,1911,Central League,1911-07-29,0,regular,Newhouse
VFXVFBY,1911,Central League,1911-07-29,0,regular,Groeschow
VWGFXSG,1911,Central League,1911-07-30,1,regular,Newhouse
TTVQSRM,1911,Central League,1911-07-30,2,regular,Newhouse
GQXJFHS,1911,Central League,1911-07-30,1,regular,Egan
DJFGHRF,1911,Central League,1911-07-30,2,regular,Egan
KPDWKZG,1911,Central League,1911-07-30,1,regular,Groeschow
QBTNWBG,1911,Central League,1911-07-30,2,regular,Groeschow
JKWWNLX,1911,Central League,1911-07-30,1,regular,Cleary
DFMLQRW,1911,Central League,1911-07-30,2,regular,Cleary
PWTZVMZ,1911,Central League,1911-07-31,0,regular,Newhouse
MFCJDTR,1911,Central League,1911-08-01,0,regular,Cleary
LBXMBYX,1911,Central League,1911-08-02,0,regular,Egan
NGHFSHF,1911,Central League,1911-08-02,0,regular,Newhouse
WVDTWBF,1911,Central League,1911-08-02,0,regular,Groeschow
TTSKHSJ,1911,Central League,1911-08-03,1,regular,Egan
YGPDZTY,1911,Central League,1911-08-03,2,regular,Egan
KVTKBYC,1911,Central League,1911-08-03,0,regular,Newhouse
DWGBMTH,1911,Central League,1911-08-03,1,regular,Cleary
XVWWGCP,1911,Central League,1911-08-03,2,regular,Cleary
BXJKPDR,1911,Central League,1911-08-03,0,regular,Groeschow
FSSFWCQ,1911,Central League,1911-08-04,0,regular,Newhouse
CFGXHGT,1911,Central League,1911-08-04,0,regular,Cleary
BCTKMYP,1911,Central League,1911-08-04,0,regular,Groeschow
DJKKLXP,1911,Central League,1911-08-04,0,regular,Egan
RZWCGRN,1911,Central League,1911-08-05,0,regular,Egan
CBVPBCS,1911,Central League,1911-08-05,0,regular,Cleary
QLZXRSN,1911,Central League,1911-08-05,0,regular,Groeschow
CVDFLQX,1911,Central League,1911-08-05,0,regular,Newhouse
ZFBCMHY,1911,Central League,1911-08-06,1,regular,Newhouse
WCRHVSF,1911,Central League,1911-08-06,2,regular,Newhouse
JBBCCXJ,1911,Central League,1911-08-06,1,regular,Groeschow
MVWXZHB,1911,Central League,1911-08-06,2,regular,Groeschow
STSNHQX,1911,Central League,1911-08-06,0,regular,Egan
VYWZRVH,1911,Central League,1911-08-06,0,regular,Cleary
XYHBYBR,1911,Central League,1911-08-07,0,regular,Newhouse
PJNBWYT,1911,Central League,1911-08-08,0,regular,Egan
WJKVZLD,1911,Central League,1911-08-08,0,regular,Cleary
LSVPJKN,1911,Central League,1911-08-08,0,regular,Groeschow
