key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10
ZMWDTFM,1909-07-16,0,Central Kansas,regular,,Ellsworth,3,,Clay Center,2,,,1:10,,final,,,1909/1909-TDR/TDR-19090712.txt,"The Dispatch-Republican Jul 17, 1909",0,0,0,1,1,0,0,0,1,,0,0,0,1,0,0,0,0,1,
HZTCWBY,1909-07-20,0,Central Kansas,regular,,Salina,0,,Clay Center,2,,,1:15,,final,,,1909/1909-TDR/TDR-19090719.txt,"The Dispatch-Republican Jul 21, 1909",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,
WRCNKXL,1909-07-22,0,Central Kansas,regular,,Abilene,8,,Clay Center,2,,,,,final,,,1909/1909-TDR/TDR-19090719.txt,"The Dispatch-Republican Jul 23, 1909",0,0,0,1,0,0,0,4,3,,2,0,0,0,0,0,0,0,0,
HZMVTLS,1909-07-23,0,Central Kansas,regular,,Abilene,8,,Clay Center,2,,,1:45,,final,,,1909/1909-TDR/TDR-19090719.txt,"The Dispatch-Republican Jul 24, 1909",1,0,2,0,1,3,0,0,1,,1,0,0,0,0,1,0,0,0,
NLYYXDW,1909-07-24,0,Central Kansas,regular,,Abilene,1,,Clay Center,3,,,,,final,,,1909/1909-TDR/TDR-19090719.txt,"The Dispatch-Republican Jul 26, 1909",0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,2,x,
FLTNGLF,1909-08-02,0,Central Kansas,regular,,Minneapolis,3,,Clay Center,3,,,1:35,,final,,,1909/1909-TDR/TDR-19090802.txt,"The Dispatch-Republican Aug 3, 1909",0,0,2,0,0,1,0,0,0,,0,0,0,0,1,2,0,0,0,
DRCQDNH,1909-08-03,0,Central Kansas,regular,,Minneapolis,3,,Clay Center,4,,250,1:45,,final,,,1909/1909-TDR/TDR-19090802.txt,"The Dispatch-Republican Aug 4, 1909",,,,,,,,,,,,,,,,,,,,
VRVVXZP,1909-08-04,1,Central Kansas,regular,,Minneapolis,2,,Clay Center,1,,350,,,final,,,1909/1909-TDR/TDR-19090802.txt,"The Dispatch-Republican Aug 5, 1909",,,,,,,,,,,,,,,,,,,,
QMZFKCL,1909-08-04,2,Central Kansas,regular,,Minneapolis,2,,Clay Center,1,,350,,,completed early,to allow Minneapolis to catch train,,1909/1909-TDR/TDR-19090802.txt,"The Dispatch-Republican Aug 5, 1909",1,0,0,0,0,1,,,,,0,0,0,0,1,0,,,,
WYXTDDQ,1909-08-05,0,Central Kansas,regular,,Manhattan,4,,Clay Center,6,,200,1:50,,final,,,1909/1909-TDR/TDR-19090802.txt,"The Dispatch-Republican Aug 6, 1909",0,0,2,0,1,0,0,1,0,,1,3,1,0,0,0,0,1,x,
NGTGYHG,1909-08-06,0,Central Kansas,regular,,Manhattan,0,,Clay Center,1,,200,1:30,,final,,,1909/1909-TDR/TDR-19090802.txt,"The Dispatch-Republican Aug 7, 1909",0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,x,
RHVVZPZ,1909-08-07,0,Central Kansas,regular,,Manhattan,2,,Clay Center,1,,,,,final,,,1909/1909-TDR/TDR-19090802.txt,"The Dispatch-Republican Aug 9, 1909",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
RDFJBPL,1909-08-12,0,Central Kansas,regular,,Junction City,7,,Clay Center,1,,,,,final,,,1909/1909-TDR/TDR-19090809.txt,"The Dispatch-Republican Aug 13, 1909",,,,,,,,,,,,,,,,,,,,
