game.key,league.year,league.name,game.date,game.number,game.phase,name.last,name.first
MBPTMXP,1915,North Carolina State League,1915-09-09,0,regular,Lauzon,
KQMXVRX,1915,North Carolina State League,1915-09-09,0,regular,Blackburn,
BHBXBZS,1915,North Carolina State League,1915-09-10,0,regular,Kelly,
BLPWBTP,1915,North Carolina State League,1915-09-10,0,regular,Lauzon,
SBJYXJY,1915,North Carolina State League,1915-09-10,0,regular,Blackburn,
JJXTLSW,1915,North Carolina State League,1915-09-11,0,regular,Kelly,
SDJYTYB,1915,North Carolina State League,1915-09-11,0,regular,Lauzon,
PNKWPTH,1915,North Carolina State League,1915-09-11,0,regular,Blackburn,
NYCNGHL,1915,North Carolina State League,1915-09-13,0,regular,Lauzon,
SMBBLMY,1915,North Carolina State League,1915-09-13,0,regular,Blackburn,
VNKJRYC,1915,North Carolina State League,1915-09-13,0,regular,Kelly,
PRGZDDF,1915,North Carolina State League,1915-09-14,0,regular,Lauzon,
BJDJHDF,1915,North Carolina State League,1915-09-14,0,regular,Blackburn,
CMJMXSV,1915,North Carolina State League,1915-09-14,0,regular,Kelly,
JPKMLMN,1915,North Carolina State League,1915-09-15,0,regular,Lauzon,
KLWGKTS,1915,North Carolina State League,1915-09-15,0,regular,Sisson,
LDLDMCX,1915,North Carolina State League,1915-09-15,0,regular,Kelly,
