league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1908,Cotton States League,regular,P0421916,Bammert,,1908-04-02,1908-08-18,114
1908,Cotton States League,regular,P4587395,Bauer,,1908-05-31,1908-06-06,3
1908,Cotton States League,regular,P2732650,Blummet,,1908-04-04,1908-04-04,1
1908,Cotton States League,regular,P8838583,Cerveaux,,1908-04-27,1908-04-27,1
1908,Cotton States League,regular,P1666974,Dammert,,1908-08-11,1908-08-11,1
1908,Cotton States League,regular,P0962641,Frickie,,1908-08-13,1908-08-13,1
1908,Cotton States League,regular,P8789333,Hall,,1908-04-02,1908-06-13,57
1908,Cotton States League,regular,P3641962,Hunter,,1908-08-02,1908-08-02,1
1908,Cotton States League,regular,P0612525,LaRoque,,1908-04-03,1908-07-21,2
1908,Cotton States League,regular,P3375824,Larocque,,1908-04-10,1908-08-19,93
1908,Cotton States League,regular,P6131277,Laroque,,1908-04-02,1908-08-04,14
1908,Cotton States League,regular,P0458530,Larouque,,1908-04-04,1908-04-23,4
1908,Cotton States League,regular,P7958839,Lederer,,1908-06-21,1908-06-23,4
1908,Cotton States League,regular,P3826441,Lively,,1908-06-17,1908-06-17,1
1908,Cotton States League,regular,P2091230,Lorocque,,1908-05-25,1908-05-25,1
1908,Cotton States League,regular,P7269735,Mammert,,1908-05-04,1908-05-04,1
1908,Cotton States League,regular,P2921901,Mathews,,1908-07-05,1908-08-07,3
1908,Cotton States League,regular,P0771489,Matthews,,1908-06-24,1908-08-19,45
1908,Cotton States League,regular,P9649368,McDivitt,,1908-06-21,1908-06-21,1
1908,Cotton States League,regular,P9557849,Robb,,1908-05-23,1908-05-23,1
1908,Cotton States League,regular,P4059134,Robinson,,1908-06-03,1908-06-03,1
1908,Cotton States League,regular,P6116653,Schulz,,1908-05-23,1908-05-23,1
1908,Cotton States League,regular,P4906142,Stewart,,1908-06-15,1908-06-16,2
1908,Cotton States League,regular,P0730092,Thompson,,1908-06-18,1908-06-20,3
1908,Cotton States League,regular,P2270995,Yount,,1908-06-17,1908-06-17,1
1908,Southern Association,regular,P9763225,Beeker,,1908-06-11,1908-06-11,1
1908,Southern Association,regular,P4022547,Brown,,1908-04-16,1908-09-19,137
1908,Southern Association,regular,P2171407,Carpenter,,1908-04-15,1908-09-19,130
1908,Southern Association,regular,P3439818,Carpentr,,1908-08-18,1908-08-18,1
1908,Southern Association,regular,P7253239,Castro,,1908-07-05,1908-07-05,1
1908,Southern Association,regular,P5480125,Clarke,,1908-09-07,1908-09-07,1
1908,Southern Association,regular,P0418655,Collins,,1908-06-07,1908-06-07,1
1908,Southern Association,regular,P3517080,East,,1908-06-22,1908-06-22,1
1908,Southern Association,regular,P1292747,Eldridge,,1908-08-29,1908-09-03,4
1908,Southern Association,regular,P3164430,FItzsimmons,,1908-09-11,1908-09-11,1
1908,Southern Association,regular,P8037492,Fitsimmons,,1908-08-28,1908-08-28,1
1908,Southern Association,regular,P1553966,Fitzsimmons,,1908-04-17,1908-09-19,135
1908,Southern Association,regular,P8652374,Ford,,1908-05-21,1908-05-21,1
1908,Southern Association,regular,P4588730,Fritz,,1908-07-10,1908-07-10,1
1908,Southern Association,regular,P9834354,Garvin,,1908-06-07,1908-07-05,3
1908,Southern Association,regular,P4610245,Hale,,1908-07-14,1908-09-05,6
1908,Southern Association,regular,P5533315,Hardy,,1908-07-13,1908-07-13,1
1908,Southern Association,regular,P0295578,Hart,,1908-06-11,1908-06-11,1
1908,Southern Association,regular,P4613969,Helm,,1908-09-01,1908-09-01,1
1908,Southern Association,regular,P2658758,Hickman,,1908-05-21,1908-05-21,1
1908,Southern Association,regular,P1155517,Massing,,1908-06-26,1908-06-26,1
1908,Southern Association,regular,P3446168,Matthews,,1908-05-16,1908-05-16,1
1908,Southern Association,regular,P4627048,Moran,,1908-07-15,1908-09-19,65
1908,Southern Association,regular,P9905425,O'Brien,,1908-04-17,1908-07-09,62
1908,Southern Association,regular,P1216862,O'Leary,,1908-06-26,1908-06-26,1
1908,Southern Association,regular,P2161671,Pfeffinger,,1908-04-28,1908-04-28,1
1908,Southern Association,regular,P5171607,Pfenninger,,1908-04-17,1908-09-19,132
1908,Southern Association,regular,P6573789,Pffenninger,,1908-04-23,1908-04-23,1
1908,Southern Association,regular,P1039769,Phenninger,,1908-04-16,1908-04-25,3
1908,Southern Association,regular,P4844223,Stockpole,,1908-05-16,1908-05-16,1
1908,Southern Association,regular,P3918327,Wheeler,,1908-07-16,1908-09-18,53
1908,Southern Association,regular,P4987002,Wilkes,,1908-07-10,1908-07-10,1
1908,Southern Association,regular,P8802404,Wood,,1908-07-13,1908-07-13,1
