key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12
NPJNZMZ,1915-07-31,0,Eastern North Carolina,regular,,Red Springs,7,,Lumberton,4,,600,1:45,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150731.txt,"Charlotte News, August 1, 1915",0,0,2,0,2,0,0,3,0,,,,0,0,1,1,0,0,1,0,0,,,
DDLXWDS,1915-07-31,0,Western North Carolina,regular,,Morganton,12,,Gastonia,17,,"1,850",2:25,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150726.txt,"Charlotte News, August 1, 1915",3,6,0,0,0,0,1,2,0,,,,0,5,0,0,2,1,4,5,x,,,
XSFRJTC,1915-07-31,0,Western North Carolina,regular,,Lenoir,5,,Statesville,2,,632,2:15,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150726.txt,"Charlotte News, August 1, 1915",0,0,0,1,0,0,0,1,0,0,3,,0,0,0,0,0,0,1,1,0,0,0,
DSBDFWW,1915-08-02,0,Western North Carolina,regular,,Statesville,,,Gastonia,,,450,1:45,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,
VNFMKGM,1915-08-02,0,Western North Carolina,regular,,Lenoir,2,,Morganton,9,,600,1:55,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 3, 1915",0,1,0,0,0,0,0,1,0,,,,1,0,0,0,0,4,2,2,x,,,
MWWFPXW,1915-08-03,0,Western North Carolina,regular,,Statesville,4,,Gastonia,5,,425,1:40,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 4, 1915",0,0,0,0,0,0,2,0,2,,,,0,0,0,0,1,3,1,0,x,,,
QTHJCJK,1915-08-03,0,Western North Carolina,regular,,Lenoir,4,,Morganton,1,,310,1:10,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 4, 1915",1,0,1,1,1,0,0,,,,,,0,0,0,1,0,0,0,,,,,
XMRNZRF,1915-08-04,0,Eastern North Carolina,regular,,Lumberton,2,,Red Springs,3,,350,1:50,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150731.txt,"Charlotte News, August 5, 1915",0,0,1,0,0,0,1,0,0,,,,2,0,0,0,1,0,0,0,x,,,
BCVQMFM,1915-08-04,0,Western North Carolina,regular,,Statesville,3,,Gastonia,4,,600,1:55,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 5, 1915",0,0,0,0,1,0,0,2,0,,,,0,1,0,0,0,2,0,1,x,,,
NWJMLRY,1915-08-04,0,Western North Carolina,regular,,Lenoir,4,,Morganton,5,,423,2:00,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 5, 1915",0,0,0,0,1,0,0,3,0,,,,0,1,0,0,1,0,0,3,x,,,
LGTNGHZ,1915-08-05,0,Eastern North Carolina,regular,,Red Springs,4,,Lumberton,0,,500,1:45,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150731.txt,"Charlotte News, August 6, 1915",0,2,0,0,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
NYSYTLT,1915-08-05,0,Western North Carolina,regular,,Morganton,6,,Lenoir,10,,325,1:50,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 6, 1915",1,1,0,0,1,1,2,0,0,,,,1,1,0,6,2,0,0,0,x,,,
XKBPLNS,1915-08-05,0,Western North Carolina,regular,,Gastonia,3,,Statesville,6,,544,1:50,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 6, 1915",0,0,3,0,0,0,0,0,0,,,,2,0,0,2,1,0,0,1,x,,,
QJHJQKJ,1915-08-06,0,Eastern North Carolina,regular,,Albemarle,0,,Red Springs,7,,,1:45,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150731.txt,"Charlotte News, August 7, 1915",0,0,0,0,0,0,0,0,0,,,,0,1,4,0,1,0,1,0,x,,,
HVFHJNK,1915-08-06,0,Western North Carolina,regular,,Morganton,5,,Lenoir,1,,309,2:05,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 7, 1915",0,0,2,2,0,0,0,0,1,,,,0,0,0,0,1,0,0,0,0,,,
SXPRMLY,1915-08-06,0,Western North Carolina,regular,,Gastonia,2,,Statesville,11,,538,1:50,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 7, 1915",0,0,1,0,0,0,0,0,1,,,,0,4,2,0,1,2,2,0,x,,,
XKPJXLN,1915-08-07,0,Western North Carolina,regular,,Morganton,2,,Lenoir,5,,539,1:50,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 8, 1915",2,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,1,0,0,x,,,
YFWGCPX,1915-08-07,0,Western North Carolina,regular,,Gastonia,4,,Statesville,2,,815,2:15,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150802.txt,"Charlotte News, August 8, 1915",2,1,0,0,0,0,0,1,0,,,,0,0,0,1,1,0,0,0,0,,,
WXNYZSF,1915-08-09,0,Western North Carolina,regular,,Statesville,3,,Lenoir,6,,,2:00,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 10, 1915",0,2,0,0,1,0,0,0,0,,,,1,0,2,0,0,3,0,0,x,,,
HLQRVFW,1915-08-09,0,Western North Carolina,regular,,Gastonia,0,,Morganton,5,,526,1:50,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 10, 1915",0,0,0,0,0,0,0,0,0,,,,2,1,1,0,0,1,0,0,x,,,
FGGMZKK,1915-08-10,0,Eastern North Carolina,regular,,Red Springs,4,,Lumberton,0,,500,1:40,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150807.txt,"Charlotte News, August 11, 1915",0,1,0,0,1,1,1,0,0,,,,0,0,0,0,0,0,0,0,0,,,
QGPPJJX,1915-08-10,0,Western North Carolina,regular,,Statesville,5,,Lenoir,1,,300,2:00,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 11, 1915",0,0,0,0,1,0,0,2,2,,,,1,0,0,0,0,0,0,0,0,,,
HLRJFST,1915-08-10,0,Western North Carolina,regular,,Gastonia,6,,Morganton,1,,,1:50,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 11, 1915",1,0,0,0,0,1,0,3,1,,,,0,0,0,0,0,0,0,1,0,,,
MGCLXBL,1915-08-11,0,Eastern North Carolina,regular,,Albemarle,0,,Lumberton,6,,300,1:50,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150807.txt,"Charlotte News, August 12, 1915",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,5,0,x,,,
WXTYQQW,1915-08-11,0,Western North Carolina,regular,,Statesville,,,Lenoir,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,
NDMCLHH,1915-08-11,0,Western North Carolina,regular,,Gastonia,,,Morganton,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,
PJHTZSP,1915-08-12,0,Eastern North Carolina,regular,,Albemarle,2,,Lumberton,5,,400,1:45,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150807.txt,"Charlotte News, August 13, 1915",0,0,1,0,0,0,0,1,0,,,,0,0,1,0,3,0,1,0,x,,,
DMTYHXH,1915-08-12,0,Western North Carolina,regular,,Lenoir,7,,Gastonia,6,,,2:00,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 13, 1915",1,0,2,3,0,0,1,0,0,,,,1,0,2,0,1,0,0,0,2,,,
RFFNYVG,1915-08-12,0,Western North Carolina,regular,,Morganton,4,,Statesville,4,,855,1:15,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 13, 1915",2,0,0,0,0,2,,,,,,,0,1,0,0,0,3,,,,,,
JMLJJJX,1915-08-13,0,Western North Carolina,regular,,Lenoir,5,,Gastonia,6,,,1:40,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 14, 1915",1,4,0,0,0,0,0,0,0,,,,0,2,4,0,0,0,0,0,0,,,
KDPLJRP,1915-08-13,0,Western North Carolina,regular,,Morganton,4,,Statesville,6,,758,2:20,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 14, 1915",0,0,0,0,0,2,0,2,0,,,,0,1,4,0,0,0,0,1,x,,,
QNGQXYK,1915-08-14,0,Western North Carolina,regular,,Lenoir,2,,Gastonia,5,,"1,000",1:40,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 15, 1915",0,1,0,1,0,0,0,0,0,,,,2,2,0,0,0,0,0,1,x,,,
CKCXDXM,1915-08-14,0,Western North Carolina,regular,,Morganton,7,,Statesville,8,,986,2:40,,,,#1,data/boxscores/transcript/1915/1915-CN/WNC-19150809.txt,"Charlotte News, August 15, 1915",2,2,0,0,0,3,0,0,0,,,,0,1,1,0,0,0,0,5,1,,,
DZMYCLM,1915-08-16,0,Western North Carolina,regular,,Gastonia,4,,Lenoir,1,,400,1:50,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 17, 1915",0,0,0,0,0,0,0,4,0,,,,0,0,0,0,0,0,0,0,1,,,
WTGDZDV,1915-08-16,0,Western North Carolina,regular,,Statesville,2,,Morganton,5,,300,2:00,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 17, 1915",0,1,0,0,0,0,0,1,0,,,,1,0,2,0,0,2,0,0,x,,,
NXVBNPD,1915-08-17,0,Western North Carolina,regular,,Gastonia,2,,Lenoir,5,,250,1:40,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 18, 1915",0,0,1,0,0,0,0,0,1,,,,1,1,1,1,1,0,0,0,x,,,
PHSFNPK,1915-08-17,0,Western North Carolina,regular,,Statesville,3,,Morganton,0,,485,1:55,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 18, 1915",0,0,0,3,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
VDJRNFF,1915-08-18,0,Eastern North Carolina,regular,,Lumberton,2,,Red Springs,3,,,,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150814.txt,"Charlotte News, August 19, 1915",1,0,0,0,0,0,0,0,1,,,,0,0,1,0,0,1,1,0,x,,,
DNXVHYK,1915-08-18,0,Western North Carolina,regular,,Gastonia,4,,Lenoir,5,,800,2:10,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 19, 1915",0,0,0,0,2,0,0,0,2,,,,0,0,4,0,0,0,0,1,x,,,
XRJQQPZ,1915-08-18,0,Western North Carolina,regular,,Statesville,6,,Morganton,8,,385,2:00,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 19, 1915",0,0,0,0,0,0,4,0,2,,,,1,0,3,0,1,0,3,0,x,,,
QPLKVQK,1915-08-19,0,Eastern North Carolina,regular,,Lumberton,4,,Albemarle,0,,450,1:50,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150814.txt,"Charlotte News, August 20, 1915",0,2,0,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,,,
XDWVLXP,1915-08-19,0,Western North Carolina,regular,,Morganton,,,Gastonia,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,
GHZVZRL,1915-08-19,0,Western North Carolina,regular,,Lenoir,4,,Statesville,2,,486,2:10,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 20, 1915",0,0,0,0,2,1,0,1,0,,,,0,1,1,0,0,0,0,0,0,,,
RVQVLDF,1915-08-20,0,Eastern North Carolina,regular,,Lumberton,5,,Albemarle,4,,400,2:10,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150814.txt,"Charlotte News, August 21, 1915",0,0,0,0,0,3,0,0,1,1,,,0,0,1,0,0,0,0,0,3,0,,
FYLJXKB,1915-08-20,1,Western North Carolina,regular,,Morganton,5,,Gastonia,9,,750,2:00,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 21, 1915",4,1,0,0,0,0,0,0,0,,,,0,1,0,5,0,3,0,0,x,,,
YRFYYYR,1915-08-20,2,Western North Carolina,regular,,Morganton,1,,Gastonia,3,,750,1:30,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 21, 1915",0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,1,0,2,x,,,
PQYFXYD,1915-08-20,1,Western North Carolina,regular,,Lenoir,7,,Statesville,6,,"1,278",2:40,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 21, 1915",2,0,2,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,2,0
BPVKYFR,1915-08-20,2,Western North Carolina,regular,,Lenoir,2,,Statesville,1,,"1,278",1:10,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 21, 1915",0,0,0,1,0,1,0,,,,,,0,1,0,0,0,0,0,,,,,
GTJBWNR,1915-08-21,0,Eastern North Carolina,regular,,Lumberton,8,,Albemarle,7,,"1,150",,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150821.txt,"Charlotte News, August 22, 1915",0,0,0,3,1,3,0,0,0,0,1,,0,0,0,0,0,1,0,6,0,0,0,
BWNCQYD,1915-08-21,0,Western North Carolina,regular,,Morganton,2,,Gastonia,3,,"1,200",1:15,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 22, 1915",2,0,0,0,0,0,0,0,0,,,,0,0,0,0,2,0,0,1,x,,,
BVZNKNM,1915-08-21,0,Western North Carolina,regular,,Lenoir,3,,Statesville,13,,892,1:45,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150816.txt,"Charlotte News, August 22, 1915",0,0,0,0,0,1,0,2,0,,,,3,0,1,1,0,0,3,5,x,,,
LQKDGBV,1915-08-23,0,Eastern North Carolina,regular,,Red Springs,7,,Albemarle,2,,,,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150821.txt,"Charlotte News, August 24, 1915",3,0,0,0,4,0,0,0,0,,,,0,1,0,0,1,0,0,0,0,,,
ZPTFLKX,1915-08-23,0,Western North Carolina,regular,,Statesville,2,,Gastonia,4,,650,1:35,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 24, 1915",0,0,0,0,0,0,2,0,0,,,,0,0,0,3,1,0,0,0,x,,,
FDQNNNB,1915-08-23,0,Western North Carolina,regular,,Lenoir,2,,Morganton,4,,680,2:00,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 24, 1915",0,0,0,0,0,1,0,1,0,,,,1,0,1,1,1,0,0,0,x,,,
HZMZHMY,1915-08-24,0,Eastern North Carolina,regular,,Red Springs,5,,Albemarle,3,,300,2:00,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150821.txt,"Charlotte News, August 25, 1915",0,0,0,0,0,3,2,0,0,,,,0,0,0,1,0,0,0,2,0,,,
LCSGNBT,1915-08-24,0,Western North Carolina,regular,,Statesville,6,,Gastonia,8,,550,1:15,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 25, 1915",1,0,0,0,0,1,2,1,1,,,,0,0,1,0,0,0,2,5,x,,,
LPQFZXR,1915-08-24,0,Western North Carolina,regular,,Lenoir,5,,Morganton,6,,635,2:10,,,,#2,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 25, 1915",1,0,1,0,0,0,0,3,0,0,,,0,0,0,0,0,0,2,3,0,1,,
BXPDFTW,1915-08-25,0,Eastern North Carolina,regular,,Red Springs,7,,Albemarle,8,,450,1:48,,,,,data/boxscores/transcript/1915/1915-CN/ENC-19150821.txt,"Charlotte News, August 26, 1915",1,1,1,2,0,0,0,0,2,,,,1,1,0,4,0,1,0,0,1,,,
KRVBXWY,1915-08-25,0,Western North Carolina,regular,,Statesville,2,,Gastonia,3,,575,:50,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 26, 1915",0,0,1,0,0,0,0,1,0,,,,0,3,0,0,0,0,0,0,x,,,
XGYDSTZ,1915-08-25,0,Western North Carolina,regular,,Lenoir,0,,Morganton,4,,915,1:45,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 26, 1915",0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,2,1,0,x,,,
RNBFLTK,1915-08-26,0,Western North Carolina,regular,,Morganton,7,,Lenoir,8,,400,1:45,,,,#1,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 27, 1915",1,0,0,0,1,0,2,1,2,,,,0,4,1,0,0,2,0,0,1,,,
HFNXSGS,1915-08-26,0,Western North Carolina,regular,,Gastonia,9,,Statesville,13,,523,1:55,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 27, 1915",2,0,0,0,0,4,2,1,0,,,,3,0,0,5,2,0,3,0,x,,,
BDTCMVJ,1915-08-27,0,Western North Carolina,regular,,Morganton,,,Lenoir,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 28, 1915",,,,,,,,,,,,,,,,,,,,,,,,
SNGJPTP,1915-08-27,0,Western North Carolina,regular,,Gastonia,,,Statesville,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 28, 1915",,,,,,,,,,,,,,,,,,,,,,,,
RBNXMZW,1915-08-28,1,Western North Carolina,regular,,Morganton,5,,Lenoir,10,,,,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 29, 1915",1,1,2,0,0,0,1,0,0,,,,1,0,3,0,3,0,3,0,x,,,
JXHNHZK,1915-08-28,2,Western North Carolina,regular,,Morganton,4,,Lenoir,3,,,,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 29, 1915",0,0,0,2,1,0,0,1,,,,,1,0,1,0,0,0,1,0,,,,
RXVYCBN,1915-08-28,1,Western North Carolina,regular,,Gastonia,3,,Statesville,4,,425,1:55,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 29, 1915",2,0,1,0,0,0,0,0,0,,,,0,0,1,0,0,1,1,0,1,,,
XTXSRPP,1915-08-28,2,Western North Carolina,regular,,Gastonia,11,,Statesville,8,,578,1:25,,,,,data/boxscores/transcript/1915/1915-CN/WNC-19150823.txt,"Charlotte News, August 29, 1915",4,0,1,0,0,1,5,,,,,,0,1,1,1,0,0,5,,,,,
