key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,away.score.19,away.score.20,away.score.21,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18,home.score.19,home.score.20,home.score.21
TBFTMRQ,1915-04-22,0,North Carolina State,regular,,Greensboro,6,,Charlotte,3,,1000,2:15,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 23, 1915",2,1,1,0,0,1,0,0,1,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,
CQBHJDY,1915-04-22,0,North Carolina State,regular,,Durham,3,,Raleigh,4,,3500,2:15,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 23, 1915",0,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,1,0,0,2,0,0,0,0,0,0,0,1,,,,,,,,
NXMCPGM,1915-04-22,0,North Carolina State,regular,,Asheville,7,,Winston-Salem,1,,1500,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 23, 1915",3,0,0,1,1,0,1,1,0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
ZBNSLZQ,1915-04-23,0,North Carolina State,regular,,Greensboro,8,,Charlotte,4,,600,2:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 24, 1915",0,0,1,4,2,0,0,0,1,,,,,,,,,,,,,1,1,0,0,0,2,0,0,0,,,,,,,,,,,,
ZDMRHJT,1915-04-23,0,North Carolina State,regular,,Durham,5,,Raleigh,3,,1000,1:43,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 24, 1915",1,0,0,4,0,0,0,0,0,,,,,,,,,,,,,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,
WBXKHHQ,1915-04-23,0,North Carolina State,regular,,Asheville,7,,Winston-Salem,0,,500,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 24, 1915",5,0,0,0,1,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
YCDCZSW,1915-04-24,0,North Carolina State,regular,,Greensboro,11,,Charlotte,5,,1300,3:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 25, 1915",0,3,0,0,0,0,1,0,7,,,,,,,,,,,,,3,2,0,0,0,0,0,0,0,,,,,,,,,,,,
ZMFQPHW,1915-04-24,0,North Carolina State,regular,,Durham,2,,Raleigh,5,,825,1:38,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 25, 1915",0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,1,3,0,0,0,1,0,0,x,,,,,,,,,,,,
BJNNFSS,1915-04-24,0,North Carolina State,regular,,Asheville,4,,Winston-Salem,5,,600,2:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 25, 1915",2,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,1,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,
FSYKBVL,1915-04-26,0,North Carolina State,regular,,Asheville,11,,Charlotte,5,,550,2:20,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 27, 1915",0,0,3,0,0,1,4,1,2,,,,,,,,,,,,,1,0,0,0,0,0,0,4,0,,,,,,,,,,,,
GHZFLPQ,1915-04-26,0,North Carolina State,regular,,Winston-Salem,7,,Durham,8,,2004,2:13,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 27, 1915",3,2,0,0,0,1,0,1,0,,,,,,,,,,,,,3,0,0,0,2,0,1,1,1,,,,,,,,,,,,
LNCRKGD,1915-04-26,0,North Carolina State,regular,,Raleigh,10,,Greensboro,1,,3000,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 27, 1915",0,3,3,1,1,0,2,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
BBFPKBK,1915-04-27,0,North Carolina State,regular,,Asheville,2,,Charlotte,0,,350,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 28, 1915",0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
XXSJXYP,1915-04-27,0,North Carolina State,regular,,Winston-Salem,1,,Durham,8,,350,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 28, 1915",0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,2,0,1,1,1,3,0,0,x,,,,,,,,,,,,
LZZVPSC,1915-04-27,0,North Carolina State,regular,,Raleigh,5,,Greensboro,4,,500,2:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 28, 1915",2,0,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,
DSSJVYR,1915-04-28,0,North Carolina State,regular,,Asheville,12,,Charlotte,7,,600,2:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 29, 1915",0,1,3,0,2,3,0,3,,,,,,,,,,,,,,2,3,0,1,0,1,0,0,,,,,,,,,,,,,
DLJRFHS,1915-04-28,0,North Carolina State,regular,,Winston-Salem,5,,Durham,7,,500,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 29, 1915",1,0,0,0,0,1,1,0,2,,,,,,,,,,,,,1,0,0,2,2,0,2,0,x,,,,,,,,,,,,
GGXXFNT,1915-04-28,0,North Carolina State,regular,,Raleigh,0,,Greensboro,3,,350,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150422.txt,"Charlotte Daily Observer, April 29, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,2,x,,,,,,,,,,,,
HJWWHRS,1915-04-29,0,North Carolina State,regular,,Greensboro,1,,Asheville,6,,2071,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, April 30, 1915",0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,0,1,2,1,1,0,0,1,x,,,,,,,,,,,,
CHDHJNW,1915-04-29,0,North Carolina State,regular,,Charlotte,2,,Durham,5,,300,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, April 30, 1915",0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,0,0,0,2,1,1,0,1,x,,,,,,,,,,,,
MBZQCJQ,1915-04-29,0,North Carolina State,regular,,Winston-Salem,6,,Raleigh,4,,850,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, April 30, 1915",0,0,0,0,0,5,1,0,0,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,
SYXNGFJ,1915-04-30,0,North Carolina State,regular,,Greensboro,3,,Asheville,2,,951,2:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 1, 1915",0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,
KJFMNTM,1915-04-30,0,North Carolina State,regular,,Charlotte,1,,Durham,6,,300,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 1, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,3,0,0,0,0,3,0,0,x,,,,,,,,,,,,
XNXXCKQ,1915-04-30,0,North Carolina State,regular,,Winston-Salem,4,,Raleigh,3,,525,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 1, 1915",2,0,0,0,0,2,0,0,0,,,,,,,,,,,,,0,0,0,0,2,0,0,1,0,,,,,,,,,,,,
BGCTYWY,1915-05-01,0,North Carolina State,regular,,Greensboro,1,,Asheville,2,,800,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 2, 1915",0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,
JXSXLXR,1915-05-01,0,North Carolina State,regular,,Charlotte,3,,Durham,8,,400,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 2, 1915",0,0,1,0,0,2,0,0,0,,,,,,,,,,,,,1,0,2,0,0,2,0,3,x,,,,,,,,,,,,
TCHNFGG,1915-05-01,0,North Carolina State,regular,,Raleigh,4,,Winston-Salem,0,,300,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 2, 1915",1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
YRFFDPP,1915-05-03,0,North Carolina State,regular,,Durham,3,,Asheville,5,,600,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 4, 1915",2,0,0,0,1,0,0,0,0,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,,,,,,,,,,,,
XFMFGKW,1915-05-03,0,North Carolina State,regular,,Charlotte,3,,Raleigh,5,,400,1:54,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 4, 1915",0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,0,0,1,0,2,1,1,0,x,,,,,,,,,,,,
QYHDGRN,1915-05-03,0,North Carolina State,regular,,Greensboro,12,,Winston-Salem,10,,300,2:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 4, 1915",0,1,0,0,5,0,0,4,2,,,,,,,,,,,,,0,1,2,2,2,2,0,0,1,,,,,,,,,,,,
XDGZSTW,1915-05-04,0,North Carolina State,regular,,Durham,2,,Asheville,4,,820,1:53,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 5, 1915",1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,0,2,0,1,0,1,0,0,x,,,,,,,,,,,,
BRWMNSX,1915-05-04,0,North Carolina State,regular,,Charlotte,0,,Raleigh,7,,350,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 5, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,x,,,,,,,,,,,,
DSBRSJP,1915-05-04,0,North Carolina State,regular,,Greensboro,8,,Winston-Salem,5,,400,2:21,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 5, 1915",0,2,0,0,1,1,1,3,0,,,,,,,,,,,,,1,0,0,1,0,2,0,1,0,,,,,,,,,,,,
MLNDZZJ,1915-05-05,0,North Carolina State,regular,,Durham,6,,Asheville,3,,853,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 6, 1915",2,0,0,0,1,1,1,0,1,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LGTXFMT,1915-05-05,0,North Carolina State,regular,,Charlotte,3,,Raleigh,9,,425,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 6, 1915",0,0,1,2,0,0,0,0,0,,,,,,,,,,,,,2,2,0,4,0,0,1,0,x,,,,,,,,,,,,
XWBXDCY,1915-05-05,0,North Carolina State,regular,,Greensboro,5,,Winston-Salem,1,,300,2:08,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150429.txt,"Charlotte Daily Observer, May 6, 1915",1,0,0,0,1,3,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
MPQGTNF,1915-05-06,0,North Carolina State,regular,,Durham,3,,Charlotte,4,,600,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 7, 1915",0,1,0,2,0,0,0,0,0,,,,,,,,,,,,,1,0,1,1,0,0,0,1,x,,,,,,,,,,,,
DRRJMGK,1915-05-06,0,North Carolina State,regular,,Asheville,6,,Greensboro,3,,800,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 7, 1915",1,0,3,1,0,1,0,0,0,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,
LQXPWKN,1915-05-06,0,North Carolina State,regular,,Raleigh,8,,Winston-Salem,0,,300,2:03,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 7, 1915",1,0,0,0,4,0,1,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
JDCSQNX,1915-05-07,0,North Carolina State,regular,,Durham,,,Charlotte,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LWZQBWR,1915-05-07,0,North Carolina State,regular,,Asheville,,,Greensboro,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZBPRQL,1915-05-07,0,North Carolina State,regular,,Raleigh,,,Winston-Salem,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDWRXXY,1915-05-08,0,North Carolina State,regular,,Durham,16,,Charlotte,12,,1000,2:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 9, 1915",1,5,4,0,3,1,0,0,2,,,,,,,,,,,,,0,1,2,4,2,0,1,2,0,,,,,,,,,,,,
RYQYWTG,1915-05-08,0,North Carolina State,regular,,Asheville,2,,Greensboro,1,,1000,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 9, 1915",0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
SXBSDJG,1915-05-08,1,North Carolina State,regular,,Raleigh,17,,Winston-Salem,7,,550,2:20,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 9, 1915",0,0,2,0,0,0,7,8,0,,,,,,,,,,,,,1,0,0,1,0,1,4,0,0,,,,,,,,,,,,
ZTTJXTC,1915-05-08,2,North Carolina State,regular,,Raleigh,6,,Winston-Salem,3,,1000,1:15,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 9, 1915",1,2,0,0,0,3,0,,,,,,,,,,,,,,,0,0,3,0,0,0,0,,,,,,,,,,,,,,
WRFXJHV,1915-05-10,0,North Carolina State,regular,,Winston-Salem,2,,Asheville,12,,759,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 11, 1915",0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,0,5,0,5,1,1,0,0,x,,,,,,,,,,,,
TFNBDRL,1915-05-10,0,North Carolina State,regular,,Raleigh,7,,Durham,8,,1224,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 11, 1915",0,0,3,2,1,0,0,0,0,0,0,,,,,,,,,,,0,0,3,0,2,0,2,0,0,0,1,,,,,,,,,,
XJBCNMS,1915-05-10,0,North Carolina State,regular,,Charlotte,5,,Greensboro,7,,500,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 11, 1915",0,0,0,0,0,2,2,0,1,,,,,,,,,,,,,2,0,1,0,0,0,4,0,x,,,,,,,,,,,,
RZWSTDS,1915-05-11,0,North Carolina State,regular,,Winston-Salem,3,,Asheville,6,,347,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 12, 1915",0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,0,0,3,0,0,0,3,0,x,,,,,,,,,,,,
QDBSBNB,1915-05-11,0,North Carolina State,regular,,Raleigh,1,,Durham,4,,400,1:18,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 12, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,x,,,,,,,,,,,,
CPCSCFY,1915-05-11,0,North Carolina State,regular,,Charlotte,3,,Greensboro,0,,250,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 12, 1915",1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
SXSYDVB,1915-05-12,0,North Carolina State,regular,,Winston-Salem,6,,Asheville,5,,472,2:20,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 13, 1915",1,2,0,2,0,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,2,0,3,0,,,,,,,,,,,,
NFXZJTJ,1915-05-12,0,North Carolina State,regular,,Raleigh,,,Durham,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 13, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JTLMYNV,1915-05-12,0,North Carolina State,regular,,Charlotte,,,Greensboro,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 13, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPBDJLZ,1915-05-13,0,North Carolina State,regular,,Charlotte,7,,Asheville,12,,648,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 14, 1915",1,2,0,2,0,0,0,0,2,,,,,,,,,,,,,1,0,4,3,0,0,1,3,x,,,,,,,,,,,,
PGKJSVZ,1915-05-13,0,North Carolina State,regular,,Greensboro,0,,Raleigh,1,,750,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 14, 1915",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
BMTQYWX,1915-05-13,0,North Carolina State,regular,,Durham,11,,Winston-Salem,10,,500,2:17,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 14, 1915",3,4,1,2,0,0,0,0,1,,,,,,,,,,,,,3,3,0,1,0,1,0,0,2,,,,,,,,,,,,
PCVQMCW,1915-05-14,0,North Carolina State,regular,,Charlotte,10,,Asheville,5,,493,2:20,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 15, 1915",1,3,0,0,1,4,0,0,1,,,,,,,,,,,,,2,0,1,0,0,1,0,1,0,,,,,,,,,,,,
NDXGWPX,1915-05-14,0,North Carolina State,regular,,Greensboro,3,,Raleigh,4,,700,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 15, 1915",0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,0,2,0,0,0,0,2,0,x,,,,,,,,,,,,
RPDQRCK,1915-05-14,0,North Carolina State,regular,,Durham,11,,Winston-Salem,5,,300,1:57,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 15, 1915",0,0,0,0,4,2,3,2,0,,,,,,,,,,,,,1,0,0,0,0,0,0,4,0,,,,,,,,,,,,
MWKZLXM,1915-05-15,0,North Carolina State,regular,,Charlotte,2,,Asheville,8,,718,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 16, 1915",1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,0,1,0,6,1,0,0,0,0,,,,,,,,,,,,
TSKNVFJ,1915-05-15,0,North Carolina State,regular,,Greensboro,5,,Raleigh,1,,1000,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 16, 1915",0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
VSZCVSP,1915-05-15,0,North Carolina State,regular,,Durham,5,,Winston-Salem,4,,521,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 16, 1915",0,1,0,0,1,1,0,1,1,,,,,,,,,,,,,3,0,0,0,0,0,0,1,0,,,,,,,,,,,,
VZDPMPY,1915-05-17,0,North Carolina State,regular,,Winston-Salem,4,,Charlotte,3,,550,2:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 18, 1915",0,0,1,0,1,0,0,0,1,0,1,,,,,,,,,,,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
BMFBQYW,1915-05-17,0,North Carolina State,regular,,Greensboro,4,,Durham,3,,550,2:15,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 18, 1915",0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,0,2,0,0,0,0,0,1,0,,,,,,,,,,,,
KMKBGHQ,1915-05-17,0,North Carolina State,regular,,Asheville,0,,Raleigh,1,,1200,1:12,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 18, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,x,,,,,,,,,,,,
ZNKYXDH,1915-05-18,0,North Carolina State,regular,,Winston-Salem,9,,Charlotte,11,,675,2:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 19, 1915",5,2,0,0,0,2,0,0,0,,,,,,,,,,,,,1,0,5,0,5,0,0,0,0,,,,,,,,,,,,
DRWGQYV,1915-05-18,0,North Carolina State,regular,,Greensboro,5,,Durham,8,,450,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 19, 1915",0,0,0,0,3,0,0,1,1,,,,,,,,,,,,,0,4,0,0,1,0,3,0,x,,,,,,,,,,,,
FBGBLDF,1915-05-18,0,North Carolina State,regular,,Asheville,2,,Raleigh,1,,900,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 19, 1915",0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
MVHDNTD,1915-05-19,0,North Carolina State,regular,,Winston-Salem,,,Charlotte,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCDCHRJ,1915-05-19,0,North Carolina State,regular,,Greensboro,,,Durham,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QGHXHPN,1915-05-19,0,North Carolina State,regular,,Asheville,0,,Raleigh,0,,500,1:15,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 20, 1915",0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,X,,,,,,,,,,,,,,,
VZNYWFQ,1915-05-20,0,North Carolina State,regular,,Raleigh,3,,Charlotte,1,,2000,2:20,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 21, 1915",0,0,0,0,0,0,1,0,0,2,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
ZPZDJGV,1915-05-20,0,North Carolina State,regular,,Asheville,0,,Durham,3,,610,1:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 21, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,0,0,1,x,,,,,,,,,,,,
QMRDLBD,1915-05-20,0,North Carolina State,regular,,Winston-Salem,4,,Greensboro,2,,200,1:58,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 21, 1915",0,0,3,0,0,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,
RMDSYKV,1915-05-21,0,North Carolina State,regular,,Raleigh,6,,Charlotte,4,,750,2:20,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 22, 1915",0,0,2,3,0,0,0,0,1,,,,,,,,,,,,,0,0,1,2,0,0,1,0,0,,,,,,,,,,,,
JKVXWBD,1915-05-21,0,North Carolina State,regular,,Asheville,11,,Durham,1,,597,2:09,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 22, 1915",1,1,1,4,0,3,0,1,0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
BJBKMJH,1915-05-21,0,North Carolina State,regular,,Winston-Salem,3,,Greensboro,2,,500,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 22, 1915",1,0,0,0,2,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,
RSWHWVM,1915-05-22,0,North Carolina State,regular,,Raleigh,2,,Charlotte,6,,900,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 23, 1915",0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,0,3,0,0,0,2,1,0,x,,,,,,,,,,,,
LLZVHYS,1915-05-22,0,North Carolina State,regular,,Asheville,4,,Durham,3,,927,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 23, 1915",0,1,0,0,1,0,0,0,2,,,,,,,,,,,,,0,0,2,0,0,0,0,0,1,,,,,,,,,,,,
SBZYLKD,1915-05-22,0,North Carolina State,regular,,Winston-Salem,1,,Greensboro,8,,750,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 23, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,2,0,3,0,2,1,0,0,x,,,,,,,,,,,,
