game.key,game.date,game.number,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_LOB,B_ROE,P_IP,P_R,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB
3c3e311a-330f-5d6b-9993-8f92c84762be,1915-08-01,1,TOTALS,,St. Boniface,,,36,7,,10,,,,,,,,,,,7,,,,,,,,,,24,14,3,,,
a46ef84e-e55b-526c-ba1b-8186f175a1d3,1915-08-01,1,Dumont,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a46ef84e-e55b-526c-ba1b-8186f175a1d3,1915-08-01,1,Smith,,Fargo-Moorhead,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a46ef84e-e55b-526c-ba1b-8186f175a1d3,1915-08-01,1,TOTALS,,Fargo-Moorhead,,,,6,,10,,,,,,,,,,,,,,,,,,,,,,,1,,,
a46ef84e-e55b-526c-ba1b-8186f175a1d3,1915-08-01,1,Wright,,Virginia,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a46ef84e-e55b-526c-ba1b-8186f175a1d3,1915-08-01,1,Agnew,,Virginia,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a46ef84e-e55b-526c-ba1b-8186f175a1d3,1915-08-01,1,TOTALS,,Virginia,,,,2,,9,,,,,,,,,,,,,,,,,,,,,,,2,,,
90b83d7e-f8fb-599f-8600-1babf901766b,1915-08-01,2,Bell,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90b83d7e-f8fb-599f-8600-1babf901766b,1915-08-01,2,Smith,,Fargo-Moorhead,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90b83d7e-f8fb-599f-8600-1babf901766b,1915-08-01,2,TOTALS,,Fargo-Moorhead,,,,11,,9,,,,,,,,,,,,,,,,,,,,,,,0,,,
90b83d7e-f8fb-599f-8600-1babf901766b,1915-08-01,2,Sorenson,,Virginia,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90b83d7e-f8fb-599f-8600-1babf901766b,1915-08-01,2,Cronin,,Virginia,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90b83d7e-f8fb-599f-8600-1babf901766b,1915-08-01,2,TOTALS,,Virginia,,,,4,,10,,,,,,,,,,,,,,,,,,,,,,,2,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Bergwold,Tony,Duluth,3b,1,5,1,,3,,,,,,,,,,,,,,,,,,,,,3,2,1,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,O'Brien,,Duluth,ph,10,1,0,,1,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Altman,,Duluth,lf,2,5,1,,2,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Kirkham,,Duluth,cf,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Shroeder,,Duluth,1b,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,11,1,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Williams,,Duluth,rf,5,4,0,,2,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Morse,,Duluth,2b,6,4,0,,1,,,,,,,,,,,,,,,,,,,,,1,2,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Bergwold,Ted,Duluth,ss,7,3,1,,1,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Sweeley,,Duluth,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,6,0,1,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Posten,,Duluth,p,9,3,0,,0,,,,,,,,,,,,,,,,4,5,,1,,0,4,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,TOTALS,,Duluth,,,36,3,,11,,,,,,,,,,,8,,,,,,,,,,27,10,2,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Mitchell,,St. Boniface,rf,1,5,2,,2,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Boardman,,St. Boniface,p,10,3,0,,0,,,,,,,,,,,,,,,,1,9,,,,0,3,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Sheffield,,St. Boniface,cf,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,2,0,1,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Lane,,St. Boniface,lf,3,3,1,,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Miller,,St. Boniface,ss,4,4,2,,1,,1,,,,,,,,,,,,,,,,,,,1,0,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Adams,,St. Boniface,1b,5,4,1,,1,,,,,,,,,,,,,,,,,,,,,9,0,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Murphy,,St. Boniface,3b,6,4,1,,2,,1,,,,,,,,1,,,,,,,,,,,2,2,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Nagle,,St. Boniface,2b,7,5,0,,0,,,,,,,,,,,,,,,,,,,,,1,2,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Mueller,,St. Boniface,c,8,3,0,,3,,,,,,,,,,,,,,,,,,,,,11,2,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,Gruno,,St. Boniface,p,9,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
b6d740dd-5ce3-5709-b380-6b3bdd012680,1915-08-01,2,TOTALS,,St. Boniface,,,35,8,,11,,,,,,,,,,,5,,,,,,,,,,27,10,1,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Wertzi,,Fort William-Port Arthur,2b,1,2,2,,0,,,,,,,,,,,,,,,,,,,,,5,3,1,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Sullivan,,Fort William-Port Arthur,rf,2,2,2,,2,,,,,,,,1,,,,,,,,,,,,,2,0,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,McCabe,,Fort William-Port Arthur,cf,3,3,2,,2,1,,,,,,,1,,,,,,,,,,,,,0,0,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,De Rose,,Fort William-Port Arthur,lf,4,3,1,,2,,1,,,,,,,1,,,,,,,,,,,,1,0,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Wines,,Fort William-Port Arthur,3b,5,4,1,,4,,1,1,,,,,,,,,,,,,,,,,,0,1,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Dancy,,Fort William-Port Arthur,1b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,10,0,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Weidell,,Fort William-Port Arthur,ss,7,4,1,,1,,,,,,,,,,,,,,,,,,,,,1,4,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Fusner,,Fort William-Port Arthur,c,8,3,0,,2,1,,,,,,,1,,,,,,,,,,,,,5,0,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Lorenzen,,Fort William-Port Arthur,p,9,4,1,,1,,1,,,,,,,,,,,,,,2,5,,,,0,4,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,TOTALS,,Fort William-Port Arthur,,,29,10,,14,,,,,,,,,,,5,,,,,,,,,,24,12,1,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Jude,,Winnipeg,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,McGee,,Winnipeg,3b,2,3,0,,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Curtis,,Winnipeg,1b,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,6,0,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Berger,,Winnipeg,c,4,3,1,,2,,,1,,,,,,,,,,,,,,,,,,10,1,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Swalm,,Winnipeg,lf,5,3,0,,1,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Kline,,Winnipeg,rf,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Baker,,Winnipeg,2b,7,2,0,,0,,,,,,,,,,,,,,,,,,,,,1,2,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Lawler,,Winnipeg,ss,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,Gervais,,Winnipeg,p,9,3,0,,0,,,,,,,,,,,,,,,,3,9,,,,0,3,0,,,
133e5b86-a593-5d6d-8dd8-04d2d000c418,1915-08-02,0,TOTALS,,Winnipeg,,,28,1,,3,,,,,,,,,,,5,,,,,,,,,,21,9,1,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Burgald,T. [Tony],Duluth,3b,1,3,0,,1,,,,,,,,,,,,,,,,,,,,,1,2,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,O'Brien,,Duluth,rf,10,0,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Altman,,Duluth,lf,2,5,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Kirkham,,Duluth,cf,3,4,0,,1,,,,,,,,,,1,,,,,,,,,,,2,0,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Schroeder,,Duluth,1b,4,4,1,,0,,,,,,,,,,,,,,,,,,,,,11,0,0,1,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Williams,,Duluth,lf-p,5,5,0,,0,,,,,,,,,,,,,2,,4,1,2,,1,,2,1,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Morse,,Duluth,2b,6,4,1,,2,,,,,,,,,,,,,,,,,,,,,1,2,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Burgwald,Ted,Duluth,ss,7,4,1,,1,,,,,,,,,,,,,,,,,,,,,4,3,0,1,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Sweeley,,Duluth,c,8,3,1,,2,,,,,,,,,,,,,,,,,,,,,5,1,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Boley,,Duluth,p-rf,9,3,0,,2,,,,,,,,,,,,,7,,9,1,2,1,,,0,2,1,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,TOTALS,,Duluth,,,35,4,,9,,,,,,,,,,,9,,,,,,,,,,27,11,1,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Sheffield,,St. Boniface,cf,1,5,2,,2,,1,,,,,,,,,,,,,,,,,,,2,0,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Adams,,St. Boniface,1b,2,5,1,,1,1,,,,,,,,,,,,,,,,,,,,11,0,0,1,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Lane,,St. Boniface,lf,3,4,1,,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Miller,,St. Boniface,ss,4,5,1,,4,,,,,,,,,,,,,,,,,,,,,4,3,0,1,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Spellman,,St. Boniface,rf,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Murphy,,St. Boniface,3b,6,4,1,,0,,,,,,,,,,,,,,,,,,,,,2,2,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Nagle,,St. Boniface,2b,7,4,1,,1,,,,,,,,,,,,,,,,,,,,,1,4,0,1,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Mueller,,St. Boniface,c,8,4,1,,2,,,,,,,,,,,,,,,,,,,,,5,1,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,Gruno,,St. Boniface,p,9,4,0,,1,,,,,,,,,,,,,,,,6,5,,1,,0,2,0,,,
6099395d-0065-57e2-802c-92d0a5081bd6,1915-08-02,0,TOTALS,,St. Boniface,,,39,8,,13,,,,,,,,,,,7,,,,,,,,,,27,12,0,,,
84787edb-3833-58dc-b15c-b6a83cbd63ba,1915-08-02,0,Rhoades,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84787edb-3833-58dc-b15c-b6a83cbd63ba,1915-08-02,0,Smith,,Fargo-Moorhead,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84787edb-3833-58dc-b15c-b6a83cbd63ba,1915-08-02,0,Murphy,,Fargo-Moorhead,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84787edb-3833-58dc-b15c-b6a83cbd63ba,1915-08-02,0,TOTALS,,Fargo-Moorhead,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,
84787edb-3833-58dc-b15c-b6a83cbd63ba,1915-08-02,0,Faeth,,Virginia,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84787edb-3833-58dc-b15c-b6a83cbd63ba,1915-08-02,0,Agnew,,Virginia,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84787edb-3833-58dc-b15c-b6a83cbd63ba,1915-08-02,0,TOTALS,,Virginia,,,,7,,9,,,,,,,,,,,,,,,,,,,,,,,1,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Wertzi,,Fort William-Port Arthur,2b,1,3,1,,0,,,,,,,,,,,,,,,,,,,,,3,2,1,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Griffin,,Fort William-Port Arthur,p,10,0,0,,0,,,,,,,,,,,,,1,,,,,1,,,0,0,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Sullivan,,Fort William-Port Arthur,ph,11,1,0,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,McCabe,,Fort William-Port Arthur,cf,2,4,0,,2,,1,,,,,,,,,,,,,,,,,,,0,0,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Fortier,,Fort William-Port Arthur,lf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,De Rose,,Fort William-Port Arthur,rf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,2,0,1,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Wines,,Fort William-Port Arthur,3b,5,3,1,,2,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Dancy,,Fort William-Port Arthur,1b,6,4,1,,1,,,,,,,,,,,,,,,,,,,,,10,1,1,2,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Weidell,,Fort William-Port Arthur,ss,7,3,1,,2,,1,,,,,,,,,,,,,,,,,,,2,2,1,1,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Fusner,,Fort William-Port Arthur,c,8,2,1,,1,,,,,,,,,1,1,,,,,,,,,,,4,3,0,2,,1
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Hewitt,,Fort William-Port Arthur,p,9,2,0,,0,,,,,,,,,,,,,7,,,5,2,1,1,,0,4,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,TOTALS,,Fort William-Port Arthur,,,30,5,,9,,,,,,,,,,,4,,,,,,,,,,24,13,5,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Jude,,Winnipeg,cf,1,3,0,,0,,,,,,,,1,,,,,,,,,,,,,3,0,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Schorr,,Winnipeg,p,10,2,0,,1,,,,,,,1,,,,,,,,,2,3,,,,0,1,1,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,McGee,,Winnipeg,3b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Curtis,,Winnipeg,1b,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,5,0,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Berger,,Winnipeg,c,4,4,3,,1,,,,,,,,,,,,,,,,,,,,,9,2,1,1,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Swalm,,Winnipeg,lf,5,3,0,,0,,,,,,,,1,,,,,,,,,,,,,2,0,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Kline,,Winnipeg,rf,6,4,1,,2,,,,,,,,,,,,,,,,,,,,,1,0,1,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Baker,,Winnipeg,2b,7,4,1,,3,,,,,,,,,,,,,,,,,,,,,2,3,0,1,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Lawler,,Winnipeg,ss,8,1,0,,0,,,,,,,1,,,,,,,,,,,,,,1,1,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,Benton,,Winnipeg,ss,9,1,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
845f9a69-a5dc-55d8-a1d4-253ce75f0cfd,1915-08-03,0,TOTALS,,Winnipeg,,,29,5,,7,,,,,,,,,,,9,,,,,,,,,,24,8,2,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Bergwald,Tony,Duluth,3b,1,3,1,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Morse,Paul,Duluth,p,10,4,1,,1,,,,,,,,,,,,,7.1,,6,,5,1,,,1,2,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Altman,,Duluth,lf,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Kirkham,,Duluth,cf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Schroeder,,Duluth,1b,4,3,1,,1,,1,,,,,,,,,,,,,,,,,,,12,0,1,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Williams,,Duluth,rf,5,5,1,,1,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Morse,P. [Pete],Duluth,2b,6,4,3,,3,,,,,,,,,,2,,,,,,,,,,,2,4,0,1,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Bergwald,Ted,Duluth,ss,7,3,1,,2,,,,,,,,,,,,,,,,,,,,,3,4,0,1,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Swelley,,Duluth,c,8,1,1,,0,,,,,,,,,,,,,,,,,,,,,5,2,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Hallman,,Duluth,p,9,0,0,,0,,,,,,,,,,,,,1.2,,6,,,1,,,0,1,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,TOTALS,,Duluth,,,32,10,,9,,,,,,,,,,,6,,,,,,,,,,27,13,1,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Sheffield,,St. Boniface,rf,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Stevenson,,St. Boniface,p,10,4,0,,3,1,,,,,,,,,,,,,,,3,7,2,,,1,1,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Adams,,St. Boniface,1b,2,5,0,,1,,,,,,,,,,,,,,,,,,,,,5,1,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Lane,,St. Boniface,lf,3,4,1,,1,,,1,,,,,,,,,,,,,,,,,,0,0,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Miller,,St. Boniface,cf,4,5,0,,2,1,,,,,,,,,,,,,,,,,,,,3,1,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Cardinal,,St. Boniface,ss,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,1,1,2,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Murphy,,St. Boniface,3b,6,4,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Nagle,,St. Boniface,2b,7,4,1,,1,,,,,,,,,,,,,,,,,,,,,3,4,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Mueller,,St. Boniface,c,8,1,0,,0,,,,,,,,,,,,,,,,,,,,,7,0,1,,,1
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,Spellman,,St. Boniface,c,9,2,1,,1,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
ae229247-5c09-5dd6-aa45-3a78a0cfa1d9,1915-08-03,0,TOTALS,,St. Boniface,,,36,5,,12,,,,,,,,,,,8,,,,,,,,,,24,9,4,,,
bd071b61-6a95-5988-9da9-1d83fa38d27e,1915-08-03,0,Nelson,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd071b61-6a95-5988-9da9-1d83fa38d27e,1915-08-03,0,Bell,,Fargo-Moorhead,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd071b61-6a95-5988-9da9-1d83fa38d27e,1915-08-03,0,Murphy,,Fargo-Moorhead,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd071b61-6a95-5988-9da9-1d83fa38d27e,1915-08-03,0,TOTALS,,Fargo-Moorhead,,,,10,,17,,,,,,,,,,,,,,,,,,,,,,,2,,,
bd071b61-6a95-5988-9da9-1d83fa38d27e,1915-08-03,0,Johnson,,Virginia,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd071b61-6a95-5988-9da9-1d83fa38d27e,1915-08-03,0,Hawkins,,Virginia,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd071b61-6a95-5988-9da9-1d83fa38d27e,1915-08-03,0,Agnew,,Virginia,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd071b61-6a95-5988-9da9-1d83fa38d27e,1915-08-03,0,TOTALS,,Virginia,,,,5,,7,,,,,,,,,,,,,,,,,,,,,,,3,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Wertzi,,Fort William-Port Arthur,2b,1,2,0,,1,,,,,,,1,,,,,,,,,,,,,,3,4,0,1,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,McCabe,,Fort William-Port Arthur,cf,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Fortier,,Fort William-Port Arthur,lf,3,1,0,,0,,,,,,,,2,,,,,,,,,,,,,0,1,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,De Rose,,Fort William-Port Arthur,rf,4,3,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Wines,,Fort William-Port Arthur,3b,5,3,0,,1,,,,,,,,,,,,,,,,,,,,,3,1,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Dancy,,Fort William-Port Arthur,1b,6,3,0,,1,,,,,,,,,,1,,,,,,,,,,,5,0,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Weidell,,Fort William-Port Arthur,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,3,0,1,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Fusner,,Fort William-Port Arthur,c,8,3,0,,2,,,,,,,,,,,,,,,,,,,,,7,4,1,1,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Penfold,,Fort William-Port Arthur,p,9,3,0,,0,,,,,,,,,,,,,,,,5,4,,1,,1,0,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,TOTALS,,Fort William-Port Arthur,,,24,1,,6,,,,,,,,,,,5,,,,,,,,,,24,10,2,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Jude,,Winnipeg,cf,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,McGee,,Winnipeg,3b,2,2,1,,0,,,,,,,,1,,1,,,,,,,,,,,0,1,1,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Curtis,,Winnipeg,1b,3,3,0,,1,,,,,,,,,,,,,,,,,,,,,7,2,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Berger,,Winnipeg,c,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,9,1,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Swalm,,Winnipeg,lf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
161ac0a1-e496-5cb7-baa1-48344d905a46,1915-08-04,0,Kline,,Winnipeg,rf,6,4,0,,0,,,,,,,,,,1,,,,,,,,,,,0,0,0,,,
